date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2011,JLee007_71,Excellent Stay,"Excellent  place and value for money. Especially if you are an Accor member, $1 for breakfast was incredible if you book online. The location is great as there is a major food centre nearby. Shopping is great at the nearby Bugis Junction. Great venue for such a good rate. Will stay there again!",,"Singapore, Singapore",53 ,9 ,5.0,
Date of stay: October 2011,s_pearceHoChiMinh,"Simple, basic, but does the job","The hotel is basic and the rooms are small, but for the price, I feel you generally get a good deal. The hotel prices in Singapore can be on the high side, whereas the Ibis is a budget hotel, which includes breakfast and free wifi. The rooms are clean and functional and if your staying for a few nights only, should be ok. The location in central and near to most tourist areas in Singapore, or a MRT station, so it's generally easy to get around. There is a good 7-11 shop next door. The hotel facilities are basic, I enjoyed eating in the Taste restaurant and thought the concept was great. It is not a luxury hotel, but service was good, everything worked well and I believe I got what I paid for.",,"London, United Kingdom",112 ,107 ,4.0,
Date of stay: September 2011,Globebugs,One of the better Ibis brand hotels.....,"We took the MRT from the Changi Airport (with a change at Tanah Merah) to Bugis and went through Exit C and the walk takes about 10 mins with luggage through some narrow ally ways.   The hotel rooms has a  typical Ibis layout and nothing too flash but good for stays in a very expensive city. Check-in was quick as we had prepaid the room rate for a cheaper deal.  Compared to other Asian city hotels, Singapore hotels rates are high so it made sense to stay in a clean, moderately priced room in a great location.  We had single beds as being tall people it gave us a little extra room without colliding with each other in one of the small queens.  All the linens and towels were in good condition and the beds comfy. The shower is small but adequate for our needs, a little sink with",,Australia,3118 ,692 ,,4.0
Date of stay: September 2011,Vacation306851,JJ,"Hotel is near/walking distance to orchard rd, alot of food stalls/cafe nearby. near to bugis st if you are into cheap things.Food samples choice is the best at Ibis - you can have 6 choice per person . the bed is to hard, room is no big but good for 2 person, bathroom is clean.",,"Sydney, Australia",1 ,,4.0,
Date of stay: October 2011,therandomadvisor,Good stay,"Room was clean, view was not good (stayed at 4th floor), the AC was kinda weak even at max power and there's some noise since they're renovating some rooms. as usual, Ibis has limited toiletries but  so i have no problems with that cause I always bring mine anyway and there's a 7 eleven next to the hotel if you need to get some toiletries. the hotel also has vending machine in every floor (or at least in my floor). there's a bus stop next to the hotel. I found the breakfast was more than expected. there's bus stop next to the hotel. all in all, it was a good stay for a 3 star hotel, published rates was about SGD 200++, not sure if it was cheaper or more expensive compare to other hotels in the area cause I didn't have time to do so and my company booked the room. my flight out",,"Jakarta, Indonesia",632 ,102 ,4.0,
Date of stay: March 2011,Manfred K,Very good location,We stayed at this hotel for 4 nights before we went on a cruise.The location is great as we did a lot of walking from the hotel. The breakfast was excellent ( included) the dinner was not to great.,,"Vancouver, Canada",21 ,6 ,4.0,
Date of stay: September 2011,john683,Great place for a stopover.,Modern hotel with clean modern rooms and amenities. This hotel is in a great location. I have stayed here before and will stay here again. Friendly helpful staff.,,"Auckland Central, New Zealand",25 ,32 ,4.0,
Date of stay: October 2011,Lynn M,Comfortable and convenient,"This hotel is a clean and comfortable basic hotel close to central Singapore. The staff are really helpful we arrived after a hideous night flight from Rome at 07.30 even though check in is officially 14.00 they found a room for us. Rooms are basic, good air conditioning (essential in Singapore) no fridge in room, comfortable bed. There is a great Thai restaurant across the road Lemon 3 Thai plenty of others in the area as well as great food markets. Be warned if you like wine expect to pay 4 times as much in Singapore. If we overnight next time we might bring a bottle or two?",,"Adelaide, Australia",24 ,10 ,3.0,
Date of stay: September 2011,3os,A Great Stay at Singapore,"Great location with a very good price. View from the window was nice, much better than I first expected",,"Cairo, Egypt",5 ,2 ,5.0,
Date of stay: September 2011,Stay305917,Ibis keeps its high level,"Very fast and convenient check-in and check-out. Friendly and helpful staff. Good placement of the hotel: you can walk to many city attractions from here on foot and also have all 4 MRT lines access within 10-15 minutes of walk. Neat room with good noise-isolation, free Internet and comfortable bed. Bonuses like free city tour and discount lottery during check-in made our experience even better.",,"Yuzhno Sakhalinsk, Russia",3 ,1 ,5.0,
Date of stay: September 2011,FarAway305861,IBIS Bencoolen,I use the IBIS Bencoolen regularly as it is good value and well located. It is good for what it is in that price range. If you are staying longer and have some down time it is missing a pool for some relaxation. I haven’t eaten in the Hotel as there is a wide selection of local food available in the surrounding food courts.,,"London, United Kingdom",2 ,,4.0,
Date of stay: September 2011,Flyer306127,Poor Amenities,"I found the rooms very (VERY) small for the money charged. Although very new & nice decor. There was no bar fridge available, to get ice I had to go myself to restaraunt to collect. Not even room service. VERY POOR!! Could get same style/sizehotel up the road for alot less. I am ACCOR member & would not recommend this hotel....try some upgrades & services!",,"Perth, Australia",1 ,1 ,3.0,
Date of stay: September 2011,annieandstevie,Helpful staff but rooms a touch on the small side,"Good value for Singapore. The room was clean and comfortable but a bit on the small side. I fell out of my twin bed and I'm an average sized woman. Also, if you're expecting a gym, swimming pool and a mini-refridgerator, you won't get it at the Ibis. The staff, however, are very helpful and the hotel seems to be well-run.      I would recommend this hotel strictly for business travelers.",,bangkok,9 ,9 ,4.0,
Date of stay: September 2011,LewSue280,Short Break,"After arriving  in the morning from Milan, we were given early access to our room for a welcome shower and short rest before exploring Singapore.  The hotel is a good location, walking distance to Orchard Road and Raffles Hotel.  Staff were very pleasant and most helpful. We will stay there again.",,"Brisbane, Australia",6 ,2 ,4.0,
Date of stay: September 2011,sydneyadmiral,Very comfortable and great value,"Having stayed at  a wide variety of hotels in Singapore over the years from Raffles downwards, I found the Ibis up there with the best of them -  comfortable and unpretentious and great value.  The room was a decent size but not palatial and was probably more comfortable for one than for two. With a 6.30am arrival I booked in from the previous day, the cost of three nights at the Ibis, being about the same as two nights in other hotels.  Without exception the staff were friendly and efficient.  Breakfast was reasonably varied with some different offerings on the two days I partook.  There is a range of foods for most palates.  Later in the day, the restaurant 'Taste' offers offers a selection of Asian dishes, in small servings. These were delicious in my opinion, especially the",,Sydney,73 ,40 ,5.0,
Date of stay: September 2011,Tourist306629,Lack of standard items,"1) Tooth paste and tooth brush need to be requested 2) No issue of slippers 3) No fridge in the room 4) No tissue in the room ( only in toilet ) 5) No complimentary mineral drinks  This is the first time that I came across such a hotel that is really bad, comparing staying in budget  hotel 81 or Hotel Fragrance is much better and although it's my complimentary stay, I don't think is worst for me to stay.",,"Singapore, Singapore",1 ,,3.0,
Date of stay: September 2011,ferrett1,Good Value,We normally stay at the Ibis when travelling overseas however due to the costs of Hotels in Singapore we thought we go upmarket for our 4 night stay however did not realise when we booked airfares that the Singapore F1 was on at the same time which pushed price of the accomodation up by 200 to 300% so decided to stay at the Ibis to reduce costs. We are usually only in the room to sleep so did not mind as we have also found the Ibis good for this. Ibis Bencoolen actually impressed us and in fact is one of the bext Ibis Hotels we have stayed in. Rooms were large and well presented. Free internet provided and noise between rooms not too bad. If using the in house restaurant found the food quality to be excellent however let down by the service and the price of the drinks although,,Brisbane,29 ,15 ,4.0,
Date of stay: May 2011,iluv2kruz,"Great location, great price","This is a perfect location with a family of four. 2 rooms across from each other. quiet, small, but all you need for a great price( 148 SGD per night plus 17.70 SGD taxes) We booked online directly with the hotel ....non smoking of course.  Regretfully our son had to go to Urgent Care at 11:00 pm while we were there and so the Raffles hospital is in walking distance. Lots of great hawkers are close nice walk (20 minutes) down to the bay, walk by Raffles and step in to view, go up to the Marina Sands top floor and walk in as if you are staying there. Great view. I did laundry at this hotel. very clean and not busy. Ask for ice water at the bar before you go up to your room to retire. There is a very small refrideg but it all you need for a few drinks to stay cold. Take a taxi to",,"San Diego, California",52 ,24 ,5.0,
Date of stay: September 2011,Companion305488,"Simple, but very good","I didn't know what to expect from this hotel, but it was modern, clean and simple.  I really enjoyed staying here.  The only thing I would have liked that I did not have was a fridge in the room, but no big deal.  The breakfasts were fantastic.  Free wifi was a life saver.  I would highly recommend this hotel and would be likely to stay here again.",,"Adelaide, Australia",1 ,,4.0,
Date of stay: February 2011,grebnl,Comfortable & clean,"This was my first private visit to singapore, having always gone there for business only and stayed at hotels booked by the company. the ibis may not have the luxury of those hotels, but the bed was comfortable, the room & bathroom clean and the service excellent. front desk, restaurant staff, bell boy. all of them were really helpful. there had been a minor glitch, but management took care of it immediately. would most definitely stay here again when next in singapore for a few days.",,"Antwerp, Belgium",110 ,80 ,3.0,
Date of stay: August 2011,Tour305658,Love Singapore,"Singapore is an amazing place and the people are beautiful.  This reflected on our stay in the country.  The hotel facilities were great and the location gets full marks.  The food we had in the hotel was excellent and good value as is everywhere in Singapore.  We could have been stying in a Barn,  the people would have made it a pleasent stay.  Full marks Singapore, we'll be back.",,"Adelaide, Australia",1 ,,5.0,
Date of stay: September 2011,lilducks,The Ibis on Bencoolen,"The hotel was great.  Nice cosy room.  The staff helpful and extremely polite and friendly.  The room is close to prefect.  If only it had a mini fridge and a/c got cooler, then the room would have been prefect.  Overall, it was a very pleasant stay.  Thank you.",,"Greater Perth, Australia",16 ,2 ,4.0,
Date of stay: September 2011,Jim G,excellent hotel,We could not fault this accommodation. Extremely good value for money. A very attentive and friendly staff looked after all our needs. Not five star but excellent in every way. Rooms were serviced and fresh linen supplied each day. A well presented menu provided good meals at a reasonable cost. Breakfast was awesome.,,"Brisbane, Australia",1 ,,5.0,
Date of stay: September 2011,Kitty_Pat,Ibis review,"Hotel and staff were very good. Just felt very expensive for what it was, but then we were there when the Formula 1 was on so didn't have much choice in terms of price. I would return to this hotel at a later date and hopefully pay less.",,"Townsville, Australia",10 ,3 ,5.0,
Date of stay: September 2011,richiejg,Modern clean hotel,"Stayed in this hotel at the start of September, clean and modern hotel in good location. 5 minutes walk to underground station. Area was nice and safe. Very friendly staff, we managed to check in at 9am as soon as we got to the hotel, plus we even managed late check out (Midday) at no extra cost . Nice modern bathroom which was clean, daily room service. Bar/Restaurant, looked very sazzy, we never ate at the hotel but we did drink in the bar, expensive but it is in the city no was expected. Recommend checking out Wing Seong Fatty's (Albert) Restaurant which is a 2 minute walk across the road. Free wifi was a bonus, would stay again if we went back.",,"Cranfield, United Kingdom",66 ,44 ,4.0,
Date of stay: September 2011,Carlton3,Very Good Stopover Hotel,"We had a Singapore Stopover on the way to and from Europe and would recommend this hotel. The rooms are good, clean & comfortable and have free WiFi. There are also guest computer terminals and printer in the foyer. There's a Taxi rank and airport bus pickup at the back entrance of the hotel.",,"Melbourne, Australia",167 ,81 ,4.0,
Date of stay: September 2011,Roving305199,Singapore stopover,"For a short stopover in Singapore this was good value for money. The only thing I missed was a pool!  Happy hour drinks at half price was really good. Close to hop-on, hop-off bus route and taxis outside the door.",,"Hobart, Australia",1 ,,4.0,
Date of stay: September 2011,Climber305260,Not as good as last time,"1. Mini-fridges were no longer available in the rooms. 2. Complimentary breakfast (we chose a higher-cost package based on our fair experience last time) lacked variety and wasn't as tasty as last time: always hash-browns, scrambled eggs, chicken sausage. 3. Flip side: request to check-in early, plus check-out late (despite F1 rush) were all entertained. Staff is polite, courteous, does quite a bit to help.",,"Thiruvananthapuram (Trivandrum), India",1 ,,3.0,
Date of stay: September 2011,Travel166500,handy,hi we enjoyed our stay with you it was very hany to the main shopping area  the only thing i found where that your beds are very hard staff we friendly  alson a face cloth in room wood be handy  i dont want to write 200 characters  i think this is a silly idea as you can say what you need to in less so  im only doing this bit so i can get out of this survey,,"Napier, New Zealand",2 ,,5.0,
Date of stay: August 2011,Kenneth G,Reasonably priced in a great location,"Your usual Ibis quality - clean, modern, good internet, great central location, reasonably priced, good laundry, cabs always available at the back entrance.  Although the rooms are to the small side, they are very functional.  My only negative is a slightly over-priced breakfast buffet (18 SD per person) that was very good and quite extensive.  They have a lunch/dinner menu that has an interesting item - the ability to try either 3 or five Singapore specilities (from a list of maybe 15) with reduced portions at a reasonable price.  I got to ty both ""pepper crab"" and ""chilli crab"" without springing for the whole meal.  Another interesting thing about the location is that it is a short walk from a couple of pedestrian streets, a large shopping area, the Arab, Indian, and Chinese",,"Clearwater, Florida",479 ,328 ,5.0,
Date of stay: October 2010,Cidkaa,Average but at a good Location,"Great Location/ no Problem for Taxis, “Strictly for business"" stay kind of Hotel, very basic. Simlin Market for Electronics and bugis market are walking distance. 7 eleven (open 24 hrs)is just outside the Hotel; MRT Station is just 10 min walk. The place was very clean and modern. Basically scores well for the LOCATION. We also found an area called mini-india (around 20-25 min walk from the hotel)  Now the Bad Part - Rooms - No Fun and Frolic or Extravaganza attached. Tiny Rooms, Tiny bathroom, Tiny TV, No Ref. Queen Size bed (small for 2 People) but Clean and tidy. You wouldn't want to spend a lot of time in the room.  Breakfast spread was ok. Staff is good. Good Value for money for the central Location.",,"Vadodara, India",7 ,7 ,,4.0
Date of stay: October 2010,sachinmalik3,Standard Ibis at excellent location,"Its a nice business hotel in an excellent location. Well, yes the room and bathroom were quite small but were well organized and we felt quite comfortable. Location is superb with easy access to public transport and other attractions. Breakfast is quite nice and free internet is a bonus.",,Mumbai,54 ,63 ,5.0,
Date of stay: February 2011,PurpleBeans,Great location!,The hotel is centrally located close to metro stations and bus stops. The location helped us plan our travel to all key tourist attractions with great ease. The hotel staff were extremely helpful with providing maps \ bus numbers and train routes. Rooms were small but really clean and nice. The restaurant has very limited veg options - but there are a lot of restaurants in walking distance if you are looking for vegetarian food.  Overall was a great experience and would recommend this hotel to anyone who is looking at a good location and customer service.,,"Bengaluru, India",85 ,106 ,4.0,
Date of stay: September 2011,DanielL7008NU,Convenient and easy for shopping,"This hotel is comfortable and convenient for for shopping, eating places and easy access for every thing.  Friendly staff and good food at the restaurant.  There was no fridge in the room.  That's the only dissappointment with the room.  The room was clean and the cleaner was excellent.  If there was an iron and an ironing board it would have been good.",,"Beeliar, Australia",19 ,12 ,4.0,
Date of stay: September 2011,Jymjymjym,HIGHLY RECOMMENDED HOTEL,"Very convenient in transport, eating out and shopping. Short distance to access to local facilities and sightseeing places. Can see improvement of hotel amenities when comparing with those two years ago. Rooms are clean, utensils changed every day.  Have privacy and safe as only hotel customers are allowed to use the lift to access to hotel rooms (swipe room cards to access). Services in the lobby and reception area are also good, with polite and helpful staff serving the customers.",,"Perth, Australia",2 ,,5.0,
Date of stay: September 2011,Traveler312268,Nice Service,"I lost my waist band in the room when i checked out. Nice to get it back with your helpful colleagues. thanks to one called Kevin in front desk and the house keeping ones.   I saw a soccer match in the bar, think bigger TV or screen would be appreciated by every spectators in the bars!",,Hong Kong,1 ,,5.0,
Date of stay: September 2011,JARMelbourne,Comfortable basic Ibis hotel,"This was a basic hotel, the standard I have come to expect of IBIS. The location was good, and there was not much of a wait for taxis in the morning. This is a problem at other hotels I have stayed at in Singapore.  The breakfast was good, however the coffees from the espresso machine were not.  I susopect they use some sort of UHT milk, which leaves a funny taste.  There was no light inside the bathroom.  As with all IBIS hotels I have stayed in, the beds are FIRM.  We ate out 2 nights in a laneway off the mall just south of the IBIS Bencoolen, this laneway is opposite the Sri Krishnan temple. The food was the traditional hawker style food, we were the only tourists there.",,Melbourne,51 ,46 ,3.0,
Date of stay: September 2011,Mr_A_Indonesia,Average Hotel but will Stay again,"The NEGATIVE first: the room was so small, it has tiny sofa (that i used to put luggage), tiny wardrobe (not even sure i can call it a wardrobe- can only hang about 5 pieces clothing), queen size bed, tiny tv (more like a computer monitor). i felt so cramp i cannot stand awake in the room more than 1 or 2 hours. Also there are no fridge. The hotel try a nice gesture by leaving a hand written welcoming note in the room, but they put a wrong name. The POSITIVE: The hotel is very new, clean and modern, the price considered cheap for Singapore hotel. the room using parquet, wooden floor so better for kids or people with dust problem. there are vending machine each floor (much cheaper than normal hotel in room mini bar). there are coin machine laundry area. Most important is",,Indonesia,25 ,16 ,4.0,
Date of stay: September 2011,Departure260361,Decent Central Hotel,"Standard Ibis - good location and everything you need for a short stay. Wireless doesn't work on iPads, which I've found as standard in many Ibis and other budget hotels. Commercial location within the city.",,,1 ,,3.0,
Date of stay: November 2010,Miss_Mer82,Great location,"The room was so small but still okay for me n my husband. It was clean and neat. Bathroom is super tiny but clean.breakfast is fine,not much of varieties. Great location,accross simlin square and in walking distance to bugis market. Easy to find food such as foodcourt,kopitiam,fastfood or hawkers. Around 5-10 mins walk to the metro. Btw, be careful if you want to buy electronic in sim lin. I bought a sony camera and canon handycam there and i found out later that it was much cheaper in my country!  Overall,good value for money.",,"Jakarta, Indonesia",31 ,17 ,4.0,
Date of stay: September 2011,Vacationer305445,Good value & location and friendly staff,Good value & location and friendly staff.  Generous buffet breakfast.  Rooms basic but adequate although I was disappointed that the mini fridges were removed from all rooms for maintenance; please get them back as soon as possible.  Having wifi internet was excellent for my iPad but the internet speed could be improved (speed was adequate for basic email and web browsing).  Laundry facility was very useful. Overall I was happy with my stay.,,"Beijing, China",1 ,,4.0,
Date of stay: September 2011,NorthStar304904,So far so good,"The hotel location is quite convenient and the room is neat and tidy.  However, the air-conditioning is a bit cold even the temperature is turned to a room temperature level.  The room size is good for 1-2 person(s).  Wondering if there is room available for family with 3-4 person(s).  I also like the idea of not changing the bed sheet and bath towel, I think this is a good practice for the industry to follow.",,"Hong Kong, China",1 ,,4.0,
Date of stay: September 2011,Connector304776,Another Good Ibis experience,"I have stayed at this Ibis on a numer of occasions while visiting Singapore on business. It is an excellent value for money hotel in a good location. The rooms are clean, there's free internet access and the food is well priced if you want to eat at the hotel. The room would benefit from having a small fridge to store cold drinks in. These seem to have been removed now. Some sites class this as a budget hotel, I've stayed in 5 star hotels that aren't as good as this.",,"Adelaide, Australia",1 ,,4.0,
Date of stay: September 2011,didikkwok,"Very good location, good neighborhood, value for money","It was second times we stay at Ibis Bencoolen. 1st time was last year. We stayed for 4 nights. We love the hotel's location and cleanliness. It's just 5 minutes walk to MRT station, shopping mall and Bugis street that offer a lot of apparel and souvenirs. There is a electronic shopping center in front of hotel. If you hungry, just take a walk around 3 minutes. You will find a hawker center, and food court with decent food taste and price. We find a little problem about room's size. It's small enough for us. But considering price, it's descend value",,Indonesia,81 ,30 ,4.0,
Date of stay: August 2011,lavergebernard,Very good hotel and situation,The hotel is good situated to visit some older parts of Singapore. It's a situation where you feel a little bit the live of the Singaporions. The metro (subway) is nearby and very easy to use. It is one of the best metro in the world.  The buffet breakfast is excellent. I advice the 'happy hour'. The service is also excellent.,,"Oostduinkerke, Belgium",28 ,29 ,4.0,
Date of stay: March 2011,WorldTravller-CHC,Could have been any where,"Stock standard Small Room. (Very Small) Was clean and bright. Good for an overnight but NOT a long term holiday. The restaurant looked good, but didn't try due to highly overrated prices. Comfortable but firm bed, stock standard in Asia, only 1 flat pillow. Staff were efficient and friendly.",,"Christchurch, New Zealand",145 ,81 ,3.0,
Date of stay: July 2011,steammilk,Such a good place to stay if you concern for budget,"As you know, finding cheap and chic hotel in Singapore is as hard as in Hong Kong. iBis on Bencoolen is one of the perfect choice.   Location is not far from MTR station, 5 mins walk. It is also easy to reach from airport.   The room is small but clean. Not too tight, but in nice condition.   7-eleven is in the same building of the hotel, and behind the hotel you can enjoy shopping street, night market, famous temple, .. all in walking distances. Similarly to food which is easy to find around.   Service staffs were friendly during my stays of nearly a week. They were willing to help in everything. Taxis are available from the hotel lobby, and the rate is not that expensive, acceptable.   I will definitely stay here again and again because the price is right, and location is",,"Bangkok, Thailand",138 ,148 ,5.0,
Date of stay: September 2011,sheeba4gs,Worth every penny..,"We stayed at Ibis on Bencoolen for three nights and what the hotel lacks in size, it makes up for in service and cleanliness.The location is bang on- in the middle of the city. The bus station is 10 yards away and the MRT barely 5 mins walk away. The $1 breakfast deal was a steal..   And the staff were very very courteous and helpful. Especially Siew Chin and her boss went out of their way to get a taxi for us when we were in a rush to catch our flight .  They have very approachable staff in the lobby who give you first hand info on taking the right bus/train, on which attraction to visit when.. very good. In addition they have 6 comps in the reception and it is very convenient for those of us not carrying your lap tops. Although the usage time is limited (15 mins) it serves the",,,20 ,19 ,4.0,
Date of stay: September 2011,AustraliaKel,A Down to Earth Hotel,"We recently stayed here for one night. The hotel is in a good location two blocks away from the Bugis MTR and surrounded by a local market and food hall. There are numerous other shops and restaurants nearby. Our room was very basic but functional. There was no fridge. There is a good sized bathroom and walk in shower. The bed was a little hard but still comfortable. Hotel staff were friendly, helpful and very efficient. Free Wi Fi  is available.",,Australia,127 ,66 ,4.0,
Date of stay: May 2011,sxght,Value for money,Nice and clean business hotel - rooms are small but a good size if you are a single traveller. Not recommended for a family of 4 though. The room are clean and for the price - i would say that it is very good value for money especially in singapore where all hotels are very pricey. It comes with standard breakfast - quite a good selection. Shops and restaurants can be found easily within 5mins walk from the hotel. Will stay here again when i am travelling alone.,,"Petaling Jaya, Malaysia",150 ,120 ,4.0,
Date of stay: September 2011,mikebaxter_8,Good Hotel,"Stayed here Sept 5th to Sept 9th (4 nights , 5 days). Arrived at the hotel at 9am, but was not due to get the room until 2pm.Fortunately my room (1332) was cleaned and made available by 10.45am. I needed sleep !!!!. The room was great , very clean throughout , with a good view.Staff were a credit to the hotel, very polite and pleasant.Location is good, MRT close by, as is Little India, Bugis and 10-15 mins away is Kampong Glam (muslim quarter) . Hotel staff confirmed my flight for me and printed out my boarding pass. 7/11 either side of hotel and just down the road is Kopitiam for various foods.   I had breakfast in the hotel although I had to pay for it separately.It was a buffet style and eat as much as you want. It was good food but I thought $S 21 was a bit expensive. This",,merseyside UK,24 ,8 ,,4.0
Date of stay: September 2011,Digger1941,"Ibis Hotel on Bencoolen, Singapore.","We have stayed in many hotels in Singapore but we do not think this hotel is very good value. It has quite small rooms and no bar fridge. The TV programs are sparse so you have to go to the bar to watch any good sports. If you drink at the bar better leave your credit card as drinks are not cheap. Beware of the ++ system, breakfast is $X  then +10% and then another 7% of the total. ie,  100 +10% = 110 +7% = 117.70. So a $100 bill becomes $117.70",,"Perth, Australia",19 ,15 ,2.0,
Date of stay: September 2011,Bruce G,Good Hotel and location,"Stayed at the Hotel Ibis on Bencoolen for two nights. Rooms small but comfortable with free wifi and coffee/tea making facilities. Nice and quiet, no noise from neighbours or road. Hotel centrally located between two MRT stations on different lines so getting about is a cinch. They had a S$1 breakfast deal on the Accor website which made it a very good deal although breakfast itself I would only rate as average. The Hotel restaurant on the other hand had very good food at a reasonable price. There 3/4/5 combos offer new visitors a chance to sample some of Singapore's excellent food. Will definitely stay here again.",,"Brisbane, Australia",26 ,25 ,4.0,
Date of stay: May 2011,fizzzyyy,Excellent business hotel!,"Stayed at Ibis on Bencoolen for 1 night however enough for me to say it is a basic hotel which offers clean, practical and free wifi which was good for my stay. Its location sitauted in the Bugis area makes it attrative for people who love to shop at Bugis village and has bugis markets also good bargains there. I booked via Asiarooms.com and prepaid my accommodation before my arrival.  As our tripadvisor viewers mention all correct and accurate. If you are just looking for a place to sleep and don't really stay in rooms than this is the place. Food eatery is everywhere so many to choose from - just a matter of deciding what you want and just ask the concierge to locate in usually only 5 minutes away thats the cool thing about its location...just cannot beat it. Keep up the good",,"Perth, Australia",10 ,13 ,4.0,
Date of stay: September 2011,ururvilarsh,Great customer service,"The hotel staff very friendly. Start from the reception, concierge, bar staff, and room cleaner.  If by any chance you buy cold food or drink, don't bother to ask for the bar staff to ask them to keep your beverages in their fridge.",,Jakarta,1 ,,4.0,
Date of stay: September 2011,lasluces3983,Basically ok,Rooms are small and comfortable.  Singapore generally expensive but this one was not out of line for the quality we received.  Would return again.,,"Springfield, Massachusetts",2 ,2 ,2.0,
Date of stay: September 2011,fehne09,Nice hotel in great location,"The hotel is located very central, within walking distance to many places of interest. The rooms are spacious and clean, the personal is friendly and helpful. There is free wifi available in the rooms. The price is a bit higher than I'm used to from other IBIS hotels, but it's Singapore.  It's a perfect place to stay if all what you need is an accommodation with a comfortable bed.",,"Dubai, United Arab Emirates",38 ,36 ,4.0,
Date of stay: September 2011,Navigate304377,Good place to stay with smart value,I like the hotel because it's located near Bugis and La Salle College On the back of the hotel we can find local chinese markets and canteens which offers various food with reasonable prices. The price for room is reasonable and the hotel had a basic accomodation only The check in and check out procedure are simple,,"Bandung, Indonesia",2 ,1 ,3.0,
Date of stay: September 2011,Valkyrie_Kate,"Decent, clean, cheaper hotel for Singapore","As most of us know, hotels in Singapore are expensive. As a self-employed consultant, I have to manage my travel expenses carefully so I opted for Hotel Ibis on this trip. Overall, I found the hotel to be just fine and adequate for a brief stay. Don't expect luxury or extravagance - Hotel Ibis covers the basics well and you'll have a nice, clean comfortable room. The internet worked really well in my room (which is essential for me) and all the staff were very helpful. My only peeve is that I requested an iron and ironing board in my room and was told I have to go to the 3rd floor laundry room in order to use an iron. While it's great to have an in-hotel laundry room (although a wash and a dry are $4 each), this was really inconvenient (there are 2 ironing boards available for",,Seattle,275 ,108 ,3.0,
Date of stay: March 2011,mayureshm,Hotel IBIS ....just perfect business hotel,I had been to Singapore on my business trip for Exhibition purpose. We had booked Hotel IBIS on bencoolen street in Singapore. At first instance since we knew the class of Hotel IBIS at Mumbai Airport hence we preferred to stay here. We had booked on Bed and Breakfast basis. The rooms are small but maintained properly just perfect for two persons. The breakfast was Continental one and it was fantastic. I am a foodoholic and mind it I do not normally rate it Excellent (not even the one which my wife prepares) unless and untill it it actually.,,"Mumbai, India",15 ,3 ,5.0,
Date of stay: August 2011,chattercubes,Excellent location,"Compared with the pricey hotels near Bugis area, this is probably one of the best hotel if you are tight in finances. The room was around S$168++/nite and for the centralised location behind Bugis market, its worth the price! Rooms looked the same as advertised. Service was average, however i like the bright colors of the rooms. If possible, try not to pick the rooms close to the main road as it may be abit noisy at times.",,"Singapore, Singapore",15 ,11 ,4.0,
Date of stay: August 2011,devildude,Small rooms but very clean & in a great spot.,"The Ibis Hotel Singapore seemed to be just about the same as every other Ibis in the world. It is though on the more economical end of the Ibis scale though.  The first thing you notice is how clean the hotel is. Travelling a lot around Asia & our first time in Singapore, this was an immediate bonis. Staff were friendly on check-in but not enthusiatic but all good. Clean sheets, clean bathroom, clean hotel, absolutely tiny room. If we were to pick on something, I did not realise how small the room would be. The cost was much more than anything else in HK or similar but still was tiny. Other than that, you cannot have an ironing board in your room & going down to the laundry to iron twice a day was a chore (plus the lifts are excruciatingly slow).  The hotel though is perfectly",,"Sydney, Australia",64 ,26 ,,4.0
Date of stay: September 2011,cairnsbj,Singapore stopover,Great central city location with Orchard Rd and Clarke Quay within easy walking distance. Unfortunately no swimming pool to cool off in. Our room was comfortable but not soundproof with people talking and walking in the corridor easily heard. Close to great range of restaurants and eateries. Bus stop right out the front and MRT stations a short walk away.,,"Cairns, Australia",11 ,9 ,3.0,
Date of stay: September 2011,Cartwell,Good hotel great location,"We chose IBIS on basis of cost and availability.  We had read the reviews and were a little apprehensive. The experience however was good.  The hotel was clean, the staff helpful and the location excellent and so close to lots of attractions.  The rooms are on the small side but ok and better than what can be got in Hong Kong.  The hotel encourages a bit more self service that one would expect at the cost!",,"Perth, Australia",147 ,66 ,4.0,
Date of stay: February 2011,Roland P,Great business hotel,"The Ibis Singapore on Bencoolen is a great business hotel. Rooms are small but feature free WIFI, comfortable bed and clean bathroom. Check-in  and check-out could be a bit more swift. Hotel restaurants are contemporary furnished. Quite nice. Breakfast buffet selection is nice but could offer a bigger variety. What is great, that they offer a nice coffee machine where you can select the coffee of your taste.  Just outside of the hotel main entrance is a bus stop located from where you can take a bus to Dhoby Ghaut MRT station. From there you have all the connections you need. If you choose to go by Taxi, the hotel is close to Orchard Roda, that means you pay not more than S$ 2.50 for the trip.  To summon up. Great business hotel, but I would not recommend it for families or",,"Berlin, Germany",34 ,32 ,4.0,
