date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2011,Granty66,Good location............but not much else going for it!,"We had a 4 night stay at the Swissotel (wife, daughter and me).

After booking a trip to the Far East with Trailfinders, we were slightly apprehensive after seeing some of the comments on tripadvisor. After arriving we thought the comments were against the wrong hotel.

Unfortunately we started to see where some of the previous comments wer coming from.

At breakfast it was feast or famine! Lots of stuff or very little. One day you had a member of staff trying to top your coffee up every two minutes whilst the next you had to demand a cup of coffee. The ready made omlette I had was the worst ever and ensured that i never tried that option again on following mornings.

Our towels appeard to get thinner by the day. On our final day (1st October) the towels were very thin - someone else posted this comment previously.

We were hoping for a long lie on our final day as our flight was not till 1am on the following morning. Unfortunately we were awoken at 7.30 with loud music being tested for a wedding that was taking place that morning. It would have been nice to have been given advance notice of this.

I tried to extend the room from the normal noon check out. At first I was told that we could keep it till 2pm for no charge. Up until 6pm was 100$$ and then it would be the full room rate. When I returned 5 minutes later ( to go for the 6pm option) I was told that we could only keep it till 1pm as the hotel was now going to be very busy. This basically summed up the hotel for me, initial impression is good when you arrive but thereafter it is a downward spiral.

When we checked out I was given an unexpected shock. Despite being told by Trailfinders that breakfasts were included at all my hotels on out tour, I was charged for breakfast! When we checked in I was told by the front desk that everything was prepaid and then told that you get your breakfast over there - no mention of additional cost.At £25 each per day it was a big additional bill - when I queried it I was told that breakfast was not included. After I fight I managed to get them to only charge for 3 days. They never actually backed down because we did not go for breakfast on our final day and still wanted to charge me unless I signed some paper to say that we did not have breakfast and if this was incorrect I would be liable for the cost. Had we known that breakfast was not included we would not have bothered getting up for it as it was pretty poor and I'm sure that subway or something else at the central mrket (opposite the hotel) would have served up something of a higher quality at a fraction of the price.

There is no free internet access or wifi in the hotel. At 10$$ an hour it is very expensive. When the local buses in my own city offer free wifi I fail to see why a hotel charges so much!

Considering that many guests must have onward flights in the early hours we were extremely disappointed with the facilities once you have checked out. You cannot even sit by the pool as anything above lobby level requires as room key to access the lift to access these areas. The only sitting areas available are a bar where the staff keep askign you to buy a drink or another area that was taken over by the wedding guests on our departure date!

I would question if this hotel is 4*. In my view it is a tired 3*.

This was the poorest overall hotel we stayed in during our tour. I went to our local Trailfinders Office yesterday to register my disappoint with this hotel. It was not my first pick but I was talked into going there by the trailfinders rep.

The positve - the hotel is well located.

Personally when I go back to Singapore I will be looking for an alternative hotel. In all our years of travelling in the Far East, this was our worst hotel experience.

If you are going to Singapore you must go for afternoon tea at Raffles Hotel (you need to book) as it is a memorable experience and they know the meaning of the word service! Perhaps the management of the Swissotel should book a table and see how it should be done.",Trip type: Travelled with family,Edinburgh,5 ,8 ,2.0,
Date of stay: September 2011,Raelene C,Good Location,"I stayed here 20 September to 27 September 2011 - during the Formula 1 race, so it was pretty busy

When I checked in I wasn't happy with the room - it overlooked an ugly apartment block - they happily moved me to a room overlooking the street (no pool views available). I was told I could upgrade the next day to a room with a balcony for SG$40 per night - which I accepted. However, I didn't end up moving - the room on level 4 (room 455) was a large room - a little outdoated and the carpet a little stained, but I'd unpacked by then and couldn't be bothered moving.

The service was great at the hotel and the staff were friendly and helpful

Location to Clarke Quay couldnt' be better.

All in all, a pleasant stay",Trip type: Travelled solo,"Melbourne, Australia",2286 ,11 ,4.0,
Date of stay: September 2011,Renee L,It USED TO BE good... Service is so Terrible now!!,"I chose Swissotel cos my friend who is going for the stay with me strongly recommended it; saying that she was impressed with the service the last time she was there... But... the experience with their services got me so upset that I woke up at 0430am feeling totally angry and disturbed; I had to write to this feedback email.I have initially decided to overlook the minor service lags encountered, but due to the experience the night before, I decided to list down every single detail of my observation. The Ultimatum On the 29 Sep, at approximately 1050pm, we dialed the In-room dining ext to check if the ""Nasi Goreng"" in the menu is still available.  The reply was ""Let me check with the chef and get back to you"".  At approximately 11.15pm, since there was no return call, so we dialed in to check again, the response was ""Oh yes, the order is on the way"".  When the food arrives, the served items does not coincide with what is indicated in the menu (without otah, curry vege and chicken wings), so we called to check.  Before I could finish my sentence, Linda on the other line, interrupted me and spoke in a extremely harsh tone ""Mdm! When you called, the item is already not available so this is the best our chef can do for you at this time!""  After being told off, I finally get to asked why were we not informed? And in the first place, we called in to check availability but no one got back to us until we made the 2nd call.  Taken aback, Linda rudely says "" Wait!..."" turning to her colleagues in the background.. ""Eh.. You all never inform...""  A good 3min later, with a changed tone, she admitted the mistake, claiming that she just took over shift and was not aware that we were not informed of the changes.. and asked ""so you do not want the Nasi Goreng is it?""  The reason I attempted to make an order is obviously because I was hungry! And to take back the food to solve the problem??!!! What kind of response is that?!!! I have to tell her the obvious and that I wanted to lodge this encounter with somebody. Only upon this, that she reverted and says that she will check with the kitchen staff and sees what they can offer.  Ok, the kitchen staff responded in an apologetic manner and offer to waive off the charges for the meal.  But I have been scolded and accused of being unreasonable, treated in harsh manner, just because a staff took over shift without getting her facts right plus the negligence down the line of service chains?!!  No amount of apologies nor food shuffed down my throat can make me swallow the displeasures!  It's like you punched someone in the face and says sorry got the wrong person??!!! The Front Desk could not ""hear"" us! My friend checked in on my behalf and was informed that I need to approach the counter to sign some documents when I arrived.  I was not feeling well, when I reached the front desk and my friend tried to inform the staff that we are here to complete the check in, again, before she could finish her sentence, the staff says ""oh.. let me go get it"" and come back with something else.. I had to stand in my mildly sedated state for quite a while to wait for the staff to grasp the situation and get the procedures done! We were told to approach the frontdesk for complimentary parking tickets whenever we need to drive out of the hotel; the following day, for the complimentary parking tickets, we had to repeat each of our names 3 times but still not heard!! Only when the staff finally gets into the system, to read the same names we repeated so many times.  She was simply not listening to us, just going through motion when asked us to give our names! What's wrong with the staff??? ""Going through motion"" or Stereo-typing? From observation, it seems like a service policy for staffs in Merchant Court to greet guests when sees them.  So, I received a ""Good Evening"", from a figure who glance at me and turned the other direction in the midst of the greeting, who to ""flank"" but only to meet me at the lift lobby again, pretended that I was invisible looking at all other directions.  I think a kid has better manners. When we returned to our room after breakfast, seeing that the house-keeping is at work, we decided to wait at the lobby rest area.  There were foreign guests at the same area, a service personnel in suit came forward to greet the other foreign guests.  He glanced at us from the corner of his eyes and made a 360degree turn and walked off.  Do you have to be so obvious?! That we are not priviledge guests??!!! Incomplete amenities I have heard and experienced from my overseas work-trips that some hotel staffs deliberately provide incomplete set of amenities so that there would be opportunities for tips when guests made requests.  I did not expect this to happen in Singapore.  We did not have complete tolilet amenities nor receive the daily papers until we call.. I hope this is an coincidence.  But perhaps the management should take note.  This is a matter of ethics and professionalism.Although they sent a manager to apologise, they DID NOT reply my email.",Trip type: Travelled with friends,"Singapore, Singapore",1 ,1 ,3.0,
Date of stay: September 2011,WilhelmStormare,Would stay again,"We arrived at the Swissotel at 8am following a long-haul flight from Europe. Much to our appreciation, the front desk managed to organise a room to be available or us at 10:30am, despite the scheduled check in time of 2pm. We hadn't requested an early check in either. They even offered a complimentary drink for us and were apologetic for not having anything available earlier.

The rest of our three night stay there was great and the staff were so so helpful. Unbelievably good sleeps; you do not hear anything outside your room! On the day we checked out we were still able to use the hotel shower facilities, which was great to refresh before we set off for our evening flight.

Drinks are expensive; but everything in Clarke Quay is.

My girlfriend and I are keen to go to Singapore again and would definitely stay here.",Trip type: Travelled as a couple,Brisbane,13 ,13 ,5.0,
Date of stay: September 2011,Michael R,Good Hotel. Great Location,"There must be rooms in different state of repair at this hotel, because of the variance of reviews regarding the accomodation.  The room we just spent a week in was great - clean, reasonable size, and close to the pool.  Breakfast was included which completely removed the need for lunch.  We had a buffet tea at the hotel one night and it was fantastic and good value. Staff were polite and helpful.  Shops (incl a small supermarket - which seems quite rare), restaurants, and public transport of all kinds 'at the door'.  A 5 min walk to Chinatown where food and drinks are the cheapest around.",Trip type: Travelled as a couple,"Melbourne, Australia",106 ,42 ,4.0,
Date of stay: September 2011,feroza d,"Awful room,awful food,awful staff,2 star service","I have to warn fellow travellers about this awful hotel that was recommended by Trailfinders UK (total rip off!). I cannot believe that this is rated as a 4-5 star hotel...at best 2 stars! I also think that I got duped by the high popularity rating,which is totally overrated!
Rooms:
tatty,smelly,peeling paint off walls,musty dirty carpets that are totally worn out,terrible decor.The TV was from the 70's!
Bathroom outdated,dirty,with ants!,tiles from the 50's!,awful shower and sticky floor in bath!...not even cleaned properly. The towels are limited and the thinnest I've ever come across!
Service was terrible all round: reception staff are rude & disinterested;at breakfast you might as well be invisible...the waiters are totally unattentive...had to ask 3 different waiters for a cup of tea...then it came without milk! Food at buffet was awful: fruit was stale,limited pastry & cereal choices,my husband found hair in fruit!
Room service was none the better...waited 1 1/2 hours for a meal that then came incomplete!

Although we got upgraded from a classic to an advantage room ( which is much better,but bathroom still really dated), the overall poor attitude of disinterested staff did not improve our experience.

Will never stay here again! I think the high rating may be attributed largely to its location on Clarke Quay,but there are so many other hotels to choose from.",Trip type: Travelled as a couple,"Chester, United Kingdom",9 ,23 ,1.0,
Date of stay: August 2011,Concerned117,Front Desk Nightmare,"This hotel is in a great location but the service at the front desk was extremely poor.
Not enough staff checking in or out...",Trip type: Travelled as a couple,"Auckland, New Zealand",2 ,,3.0,
Date of stay: September 2011,christine j,Wonderful Hotel,"We have just come back from a week in Singapore staying at this hotel. Our room was ready at 2.00pm. Well what a gorgeous room it was. Right in the middle of the hotel, on the 4th floor overlooking the pool and the singapore river/clarke quay. I had read reviews that the rooms and bathrooms were a bit tired but this was fine. Although a bit expensive the breakfast was great and we were so full we couldn't eat again until about 3pm and then food was so cheap and available all day. The hotel is so handy for the MRT, you can walk around the outside and all under cover.We used it every day, only S$2.40 at the most and then you get a S$1 refund each trip at the station.We found the staff very polite and always spoke to us first.Our fridge was not working and while we were out they delivered a new one and a bowl of fresh fruits and chocolate for any inconvenience. Taxi's pull up all day and to the airport was only S$14 and a lovely drive amongst the colourful plantation everywhere. I would certainly stay here again, location is tops unless you feel the need to be nearer to Orchard Road but there are lots of shopping malls close by.",Trip type: Travelled with friends,"Perth, Australia",16 ,9 ,5.0,
Date of stay: September 2011,Awt,"Great place, great location","We spent 2 nights for our honeymoon in this hotel. The place, ambience, service, and location is perfect. We strolled along Singapore River & chilled out in the evening...",,"Singapore, Singapore",11 ,3 ,5.0,
Date of stay: July 2011,lonhro66,Excellent hotel.,Stayed here in July 2011 for 2 nights. Very clean modern hotel. Staff very friendly and helpful. Excellent location in Clark quay. Mrt station across road. Perfect hotel. Room not massive but adequate. Food drink bit pricey but that's normal for Singapore hotels. Definitely stay here again,Trip type: Travelled as a couple,Perth,31 ,18 ,5.0,
Date of stay: September 2011,Gosia_T,Excellent,"One  of the best locations in Singapore. Just opposite Clark Quay, close to MRT CQ station and to Boat Quay. Nice swimming pool. Good service. Prices quite high, however reasonable for Singapore. We have booked the room via the hotel website and therefore could check out around 4 pm - useful if your plane is in the evening. Definitely recommend!",,"Basel, Switzerland",34 ,8 ,5.0,
Date of stay: July 2011,Female_Traveller_9,Excellent location but a standard hotel.,"I stayed in the hotel for business. It provided the necessary basics. The room itself,however, is unappealing and seems somewhat dated in decor design. The service was efficient for a business standard hotel - in the sense that it was no frills and just ok service by check in staff. The pool restaurant staff were great, though. The club lounge, nevertheless, made up for the rest of the hotels shortcomings. The service in the club lounge was excellent, friendly and personable. The food was also varied and of high quality. It is definitely worthwhile paying extra to use these facilities to make the stay worthwhile. Otherwise, it's a very standard hotel in an amazing location in Clarke quay on the river.",,Australia,22 ,12 ,3.0,
Date of stay: September 2011,RGoltsch,Nice place for business,"I came to Singapore for the first time on a business trip.  The customer I was visiting recommended this hotel, as I was not familiar with the Swissotel chain aned probably would not have stayed there otherwise.  We arrived at the hotel on a Sunday.  We were able to check in at noon, even though the posted check in time was 3:00PM.  I did arrange this through the local reservation's department two weeks in advance.  Before my arrival, I had asked if they had an airport shuttle.  They said that they did not, but could arrange for a car service to pick us up at the airport for about $80.  I simply took a taxi from the airport and it cost about $20 SGD (About $16 USD).  I took my wife along for the trip, she did the tourist thing, I worked.  We asked for and received a king size",,"Sarasota, Florida",61 ,42 ,5.0,
Date of stay: August 2011,hancox2010,Good Location,Great location in Singapore at Clarke Quay. Hotel has an old feel and perhaps is in need of a more modern feel. Have stayed here at least six times so they have been doing something right. However this time I was a bit dissapointed that on my arrival after a 13 hour flight I was unable to get room excess until some 5 hours after arrival. Sat around the hotel in a jet lagged state which ruined the experience.To be fair I did contact the hotel the previous week by e- mail and they explained that they were full and would do their best to help.  Perhaps a policy by management to have some rooms available for international arrivals would be appropriate as I am sure that this situation would present itself often.  Staff are excellent and very helpful. European dishes provided are not,,"Bangor, United Kingdom",22 ,16 ,4.0,
Date of stay: September 2011,Nina2263,"A fantastic place to stay, no matter what the occasion !","Cheaper and better located than it's Singapore sister ( The Stamford Swissotel) Merchant Court Swissotel has everything you could need. It has immaculate rooms, attentive and polite staff, and an impressive buffet breakfast. The hotel is situated right on top on the Clarke Quay MRT (subway system), yet offers quiet, modern accommodation. If you upgrade to an executive room, you are entitled to two hours of free canepes and assorted alcoholic beverages. Anyone who has traveled to Singapore knows how expensive alcoholic drinks can be, so the upgrade will more than pay for itself if you like your afternoon tipple. This hotel delivers exactly what you see on the website or brochure. The only word of advice would be to request a room that is not on the eastern side of the building if",,Sydney,113 ,190 ,5.0,
Date of stay: April 2011,Baltan,Average,"I stayed for two nights for business trip. The room space, service, atmosphere was standard. No trouble, nothing special both positively and negatively.",,"Tokyo, Japan",137 ,101 ,3.0,
Date of stay: August 2011,Walton11,Good only because our rooms were upgraded,"Hotel details says to check in at 3pm but we arrived at 2pm. Rooms were ready though and we were checked in. The process was a little long though. They upgraded our room and I must say the upgraded room looks decent. The MBS view is good. The Central is just opposite the hotel so it's great for eating at restaurants. The lightings in the room was good too. The mini bar looks attractive but as like other hotels, the prices are ridiculous. Only one toothbrush in the bathroom so that was kind of surprising considering it's a room for two. I understand there are renovation works going on and you can forget about resting in the room during day time. The tv programs certainly did not impress me considering you need to pay for movies. I'm fine with that place but my darling was not",,,2 ,4 ,4.0,
Date of stay: March 2011,edrose1,"Simple, clean, and central","To encapsulate this hotel in a sentence: it was clean, simple and standardised. It basically had all the facilities and features you would expect an average international hotel to have, but it always seemed to be lacking a bit of soul.   On the positive side, you are given a friendly reception, and the rooms are nothing short of spick and span (as is the entire hotel). There is a medium size pool (great for families, but not if you are a serious swimmer), and I have to say a very well equipped gym with a spa next to it. As to the location, you are very central, and a walk into the bustling city centre is just a matter of minutes. In addition, the restaurant on the ground floor provides excellent food, both in taste and quality.   However, staying on the subject of breakfast, you",,"Ubud, Indonesia",48 ,31 ,3.0,
Date of stay: August 2011,MarkLaurence,Great Location and Relaxing Pool,"I booked a cheap room through agoda and was given a room with twin beds. It wasn't particularly comfortable and they use those huge square European pillows which I have never found very comfortable either. Regardless, the pool area was a welcome respite from the hot weather and the big plus was a Nescafe Coffee machine in the room which was great. Check in seemed to take forever as did checkout. Not a big deal but they do seem to be understaffed particularly at the busy check out time 11.00am-noon.  I would stay there again as long as I got a bigger bed. The views of Marina Sands and the Singapore Wheel were great at night.",,"Brisbane, Australia",191 ,210 ,4.0,
Date of stay: August 2011,MarkHilton,Drab and inefficient,Stayed at this hotel on a stopover through Singapore. On arrival they could not find details of our booking. The staff's command of English was very poor considering the location. Eventually booking details were located but it took over an hour to check in. The rooms were very small and very ordinary however they were clean and everything worked. The location is good just across from Clarke Quay and there are plenty of restaurants in the locality. Returning to the hotel at 10.00 pm the lobby bar was completely devoid of atmosphere and unwelcoming. Check out next day was nearly as slow as check in. There were two inadequately trained staff trying to check out a number of people most with airport connections to make. It took over 45 minutes to check out seemingly caused by,,United Kingdom,51 ,69 ,2.0,
Date of stay: August 2011,bigcheese88,Very good hotel in a very good location,"Lets start with the negatives, the rooms, while good sized and very nice, they definitely need some updating.  I also had chipped and broken looking tiles in the bathroom and the bathroom was definitely from a past era.  The room also had suprisingly few power outlets, which wasnt a problem, just a sign of an older property.  Also, you are right in the middle of the largest concentration of tourists and tourist restaurants and chains around.  While this can be great because its easy to find always and there is always action.  It can also keep you from experiencing and feeling a more ""real"" Singapore.  These things are positives for some people while negative for others.  That aside, the people were very friendly and helpful.  The room was very comfortable.  The pool and pool",,"Detroit, Michigan",64 ,21 ,4.0,
Date of stay: August 2011,Brendan W,"Few Issues, but Overall Pretty Great.","I stayed here on my way back from 3 weeks in Europe and met with my wife who flew in from Australia for a few days away. My flight arrived from Europe early in the morning, so I was at the hotel well before check-in time. I was informed that the only available rooms were smoking rooms unless I wished to upgrade for an additional daily charge. After a long flight from Europe, during which I had been quite ill I was happy to take the upgrade and not have to wait until, possibly, 2pm to get access to a room. The upgrade included access to the Executive Lounge for breakfasts and cocktails in the evening. We did not make use of the cocktails and canapes, but breakfasted here every morning and very much enjoyed the offerings. Many of them rotated daily so there was always some",,"Brisbane, Australia",29 ,15 ,5.0,
Date of stay: August 2011,KarePhilBrisbane,Great Location,"This is was my second stay in this hotel, the rooms are large, the bathrooms look a little bit tired but are very clean.  The central location is perfect for taxis, MRT, shopping, restaurants and bars at Clarke Quay.  The staff are very helpful and breakfast was very good. The coffee needs work though - shocking.  The drinks at the bar are quite pricey but so are most things in Singapore.  There is a supermarket within walking distance for anything you might need during your stay.  We have stayed in many other hotels in Singers, the Merchant Court is probably the best for location.",,"Brisbane, Australia",153 ,101 ,5.0,
Date of stay: July 2011,ZukeLondon,High quality hotel in good location,"This was a high quality hotel in a good location, with a very warm welcome from staff.  As we arrived early in the morning, they were very accommodating in allowing us access to the gym area to freshen up and hang out by the pool until the room was ready.  The pool is a lovely haven and the poolside restaurant was excellent for breakfast.  Other plus points include the quality of the rooms and the generous proportions of the public areas.  Wifi worked and was included.  My only criticism was that one day we arrived towards the end of the breakfast session at 10.30 and just about everything had been cleared away.  The odd flight times for Singapore should make the hotel more flexible and keep some facility available.  As it was Singapore, it was also very expensive, but this is",,"St. Albans, United Kingdom",33 ,8 ,4.0,
Date of stay: February 2011,VALovers,"great location, okay rooms","Our family stayed at the Swissotel Merchant Court right after Chinese New Year 2011.  We loved the location of the hotel.  It's located right on Clarke Quay near lots of people and restaurants and is romantic to walk around at night.  It's also one metro stop away from China town.  We also really liked the hotel pool.  As for the rooms, I think the decor and amenities are a little too plain and basic for Singapore standards.  The hotel was clean enough but a bit boring.  The view from the corner rooms where my parents stayed are fantastic but other than that, there wasn't anything else particularly special about the hotel.  We had breakfast included in our room rate which was pretty good.   For cheap eats, there is a $2 ice cream man who usually sits near the entrance of the",,virginia,34 ,52 ,4.0,
Date of stay: August 2011,Allen H,An Average Hotel but a Perfect Location,"We had 2 rooms for our extended family and stayed 3 nights.  We arrived at 9pm and check in was fine, very polite although a little slow.  The rooms were standard no frills but everything required was there.  The rooms seemed noisy, you could hear clearly the people in adjoining rooms.  Our package did not include breakfast, this was offered at $SIN 25 but there are many places to eat close to the hotel.  All the staff we met were polite and helpful.  The location is the selling point of this hotel, less than 5 mins to Clarke/Boat Quay with the many restaurants and bars. Also the MRT was just across the road.",,"Thap Sakae, Thailand",79 ,55 ,3.0,
Date of stay: April 2011,BZSTEPHAN,Great Location and Nice Staff,"We stayed at the Swissotel Merchant Court afer a two week Southwast Asia cruise. We were sad to leave out ship but were pleasantly surprised by our hotel. We liked the location as if was very central to all that Singapore offers. There are numerous restaurants and stores in the malls and streets surrounding the hotel.   Our room was very clean and quiet with a large bathroom. We did not eat at the hotel but found many coffee shops and fast food restaurants all along the street and the river.  The subway entrance is located in a mall that is less than 100 feet from the hotel entrance. The subway was cheap and very easy to use. We went to Chinatown in minutes,  as it allows you access to almost anywhere in Singapore. Taxis are also easy to find so you need not worry about being",,"McHenry, Illinois",107 ,89 ,4.0,
Date of stay: July 2011,sprinty187,"Location great, Classic room we were given was horrid","En route to Australia, Swissotel recommended by trailfinders.  Was a bit sceptical, having read some of the previous reviews.  Hotel has a great position though. First room, ""Classic"", we were given was grubby, faced onto the road and had a concrete balcony with no furniture.  It was on the 4th floor. The carpet was beige and stained and the furniture was stained also.  Beds were clean and comfy and bathroom was adequate with fair toiletries.  Complained politely to hotel staff and was told that move may be possible the next day.  Not a good start. Enjoyed the pool, which was good (jacuzzi not heated), had a slide for my son.  About 30 sunbeds for sun bathing, good supply of fluffy towels.  The pool bar did a nice line in lunch time snacks and drinks.  Hotel is wonderfully",,"London, United Kingdom",531 ,85 ,,3.0
Date of stay: August 2011,aussie010,treated like real people,"our second  stay at swissotell merchant court and once again looked after by friendly and efficient staff who once again seeing my wife had a disabillity upgraded us to a room with a walk in shower which really makes you feel welcome into their hotel, the room was spacious with a large king size bed,coffee machine and work desk. this hotel is the best location for dining and night life as it is right at clarke quay, the staff are very attentive and sincere and really show concern for your you, i cannot speak too highly of this hotel and recommend you avail yourself of their hospitallity.",,"Brisbane, Australia",1052 ,46 ,4.0,
Date of stay: September 2010,pinoy-life-at-large,The convenient Swissotel in Singapore,"My wife and I stayed at the Swissotel Merchant Court last year for holiday. Though it was as cheap as the other hotels, i'd say the service and the pampering I got was worth every buck. I loved the location because it was beside Clark Quey and it was situation right across the mall that had it's own subway station. The room had its own espresso machine, among others! I loved it!  There are many events and festival-related gatherings that are held near this hotel so if you want to visit Singapore for either the food festival or the grand prix, the Swissotel Merchant Court is the right choice!",,"Makati, Philippines",73 ,50 ,,5.0
Date of stay: July 2011,Sjefen,good hotell for tourists,"We stayed here for 3 days in the middle of July, 2011. The hotel has a good standard, we had a classic room, which is roomy and comfortable. The hotel facilities, such as pool, and health centre, are also at good standard (however the pool location does not let a lot of sunshine in..). The breakfast is OK, they make you eggs at request. The location of the hotel is brilliant. Clark Quay, is noisy, and touristy, but it's very central. We walked all around the city, and you can reach both Orchard rd, and Chinatown by foot (if you're not too lazy).  all in all, we were happy with the stay, and have no trouble recommending it to friends and fellow travelers.",,"Oslo, Norway",94 ,77 ,4.0,
Date of stay: July 2011,BMMT,Well located,"Spent 4 nights here and enjoyed it, clean, friendly staff.  Considering how expensive Singapore hotels are it was ok value for money.  Rooms on the small side, could be refurbished..still old style TVs.  Very big hotel so if that is not your style find one of the boutique type hotels.  It is very well located on Clark Quay, next to the MRT so easy to get around.",,"Perth, Australia",7 ,6 ,3.0,
Date of stay: August 2011,BJCashman,Swisshotel Merchant Court,"Found the Swiss Hotel starting to look a little tired, bathroom in our room had a large crack in the tiles.Also rang three weeks prior to arriving for some special requirements and found upon arrival those had not been meet..Front desk staff at the time were very unconcerned about the request's,maybe being late in the evening had something to do about it. Spoke to a staff member the following day with a lovely young lady in June who could not do enough to help out. The pricing in the hotel is way out of sorts with meals and drinks especially.I will say they do go out of their way with special occasion's as was the case why we were in Singapore. Singapore has lost its appeal as everthing has gone up in price and is a coastly place compared with say Thailand and Malaysia and",,"Adelaide, Australia",36 ,36 ,3.0,
Date of stay: October 2010,djinnooi,"Location, location, location","With accommodation this conveniently located, you need never wonder how you’re going to get anywhere in Singapore city. It’s right next to Boat Quay so, for those so inclined, there’s plenty to keep you busy at night right on your doorstep. The Clarke Quay MRT station is also just across the road, and is only one stop from the Dhoby Ghaut MRT interchange (with 3 lines converging) and the Chinatown MRT station is only one stop away in the other direction (or an easy 10-15 minute walk for those willing to brave the tropical humidity).  As we were in Singapore for only a couple of days, the central location of the Swissotel Merchant Court allowed us to maximise our time at sights, instead of spending it getting there. While the room rates were higher than we would have preferred to",,Sydney,316 ,74 ,4.0,
Date of stay: June 2011,BusinessTravelerWB,Great place for doing business!,"I've been to the Swissotel 4 times and it's about time I wrote a review.  I've had nothing but good business experiences there and this past trip the service ad improved.    The location is the first thing to notice.  Walking distance to many locations and a brilliantly short taxi ride to everywhere else.  My view of the city has always been outstanding and this hotel avoids all of the construction happening at the Marina Bay area over the years.   I also should note the easy connection to the subway system, the connecting mall and the 24-hour business center which has saved me a number of times.    Finally, the rooms are clean, the Internet is fast and the restaurant on the top is a perfect place for closing a deal you've been working on all day.  Don't let the sometimes-noisy",,"Los Angeles, California",1 ,1 ,4.0,
Date of stay: August 2011,rsbta,"Great hotel, clean, comfortable","Stayed here as part of a transit from Europe. The room was clean and comfortable. The staff were great. The room service made me something off the menu after midnight that was very much appreciated. Hotel stored our bags while we saw the sights after checking out and offered us the use of the change rooms before our next flight. Excellent location to china town, Clark and boat quay.",,Brisbane,6 ,15 ,4.0,
Date of stay: September 2010,zacke81,Great hotel in a top location,"Great Hotel, located near near the hotspots, like ClarkeQuay, Boat Quay, near a shopping mall, an only a few steps to chinatow.. The staff was very friendly and helpfull..., there are a large number of food-courts around where you can have fresh food and drinks for very low prices (1-2$ a meal). The MRT station is located near the hote, so you have brilliant connections to orkade road the shopping paradise.  Excellent hotel.",,"Roeser, Luxembourg",42 ,49 ,5.0,
Date of stay: August 2010,Singaporedreamer,"FANTASTIC, DEFINITELY STAY THERE AGAIN","The date we stayed at this hotel was, in fact, August 2002 not last year but there was no option to choose this date.  However, I'm sure the hotel will not have changed but will still be absolutely wonderful.  We had a deluxe room which was large and had all the facilities you'd expect of a first class hotel.  The swimming pool is a few floors up and overlooks the river, it is magical.  Food can be bought and eaten beside the pool.  With Singapore being practically on the equator the tempertures day and night are tropical so we enjoyed many a late night swim in warm sultry conditions.  The location is perfect for walking to nearby nightlife and I believe the new MRT station is now built very close to the hotel and will be perfect for travelling around the island.  The service at",,"Lincoln, United Kingdom",44 ,20 ,5.0,
Date of stay: July 2011,sandgroperPerth,Breakfast options,"We booked two classic rooms (for ourselves and 2 daughters) through Expedia.com.au for $165 AUD per night each room - a bargain in my opinion, but not including breakfast.  So for anyone else on a budget here are some local breakfast options: Across the road at Central Level 1 (all on the outside  of the building and open from 8am) are Starbucks, Subway, Kaya Toast, and Barcook Bakery (this one an exceptional bargain at S$9 total for 5 items of food and 3 coffees! - takeaway or sit on a couple of small tables outside).  Across the bridge at Liang Court near the Novotel is another Starbucks and a McDonald's, if you want to go to the money changer over there (much better rates than hotel).  On the morning we went to the Botanical Gardens we had breakfast at Cafe Verde which was",,Perth,60 ,15 ,4.0,
Date of stay: July 2011,Keeree1983,You will not be disappointed..!,"Friends and I stayed here for 8 nights and loved every minute of it! From the time we arrived to the time we left we could not say 1 bad thing about the place! Location is excellent! This was one of the main reasons we decided to stay here because the MRT (train) is literally less than a minute walk away. We used the train on a daily basis to do our touristy bits. The staff here we're friendly, kind, helpful but above all you could genuinely tell that they wanted us to enjoy our stay which we did. Room was decent. We had a classic room with a balcony. The bed's were super comfortable and felt like you were sleeping on a cloud. What I loved was the air con was at the perfect temperature. Sleeping at night was a breeze because the air con never made noises nor did we have to get",,"Brisbane, Australia",3 ,5 ,5.0,
Date of stay: March 2011,offlands,Value for money,"Stayed here b&b ,staff very helpful and polite,hotel and rooms excellent,ideal location for retaurants and bars right on the quay, our sixth time in Singapore, would return to this hotel without hesitation",,"Skelmersdale, United Kingdom",30 ,50 ,5.0,
Date of stay: July 2011,VanNoy,Spectacular location at Clarke Quay,"The location was phenomenal. Literally walk right out the door and you are on the qua, few minutes walk and you are at Boat Quay, too. MRT station right there as well. Across the street is a bus stop for all the local attractions like the zoo, jurong bird park, botantical gardens, etc.",,"Yokohama, Japan",22 ,12 ,4.0,
Date of stay: July 2011,ganserli,Nice hotel - good location,"We have stayed in the Swissotel Merchant Court for a 3-day-city-trip. The hotel is located directly at the Clarkes Quay in Singapore. Which is the the best place for nightlife :) The service and staff is friendly and courteous. The hotel and it's facilities is a bit old but still nice. The breakfast is nice and made for european people. I would recommend to all to stay in this hotel, as it was the best decision. I would like to come back to this great city and nice hotel.",,"Munich, Germany",44 ,22 ,4.0,
Date of stay: May 2011,jaypee1972,Great Hotel - Great location,"This hotel is expensive but in a very good location. Food, rooms and service were all very good. One of the best things was the fact that even after checking out in the morning they allowed travellers to use the spa showers after a day of work before heading to airport",,"Lake Macquarie, Australia",50 ,31 ,5.0,
