date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: August 2015,Mark B,"Great location, excellent service","The hotel is in an excellent and convenient location. Staff were very attentive and helpful. Pool area looked nice. The 'open plan' room design was the only real negative, offering very little privacy. Overall represented good value for money.",Trip type: Travelled as a couple,"Melbourne, Australia",2 ,,4.0,
Date of stay: September 2015,nosleep645,Disappointing,"For business accommodation,  my key concerns are a clean room, quite night sleep and a half-decent breakfast.  The room was clean, everything else was a disappointment, noisy rooms, poor quality food, below average check-in service.",Trip type: Travelled on business,Sydney,1 ,,2.0,
Date of stay: September 2015,Chris C,A nice hotel with excellent staff!,"The Park Regis is well situated a stone's throw from the restaurants and bars of Clarke Quay as well as being just across the street from the MRT. As such it's really easy to get anywhere in the city.
The rooms are not large but they're well appointed and pleasantly furnished.
The staff at the hotel are excellent. Nothing is too much trouble for them. They very quickly attend to every request and they're very good at ensuring that everything runs smoothly. Breakfast is good and the bar area is pleasant and welcoming. There is a good sized swimming pool too.
I'd recommend the Park Regis without hesitation.",Trip type: Travelled solo,"Bangkok, Thailand",107 ,87 ,5.0,
Date of stay: September 2015,mrdoylet,Quirky Design,Everything is good. Basin is in the room. Very different. English TV channel is very much limited. Not much to watch when fancy a night in drinking wine. The haze in Singapore doesn't encourage me to have a night out.,Trip type: Travelled solo,Kuala Lumpur,1 ,,4.0,
Date of stay: September 2015,etadler,Good and pleasent stay,"Nothing to moan about! Very near to China Town (5 Minute walk) and also very near to the Orchard Road, where we did the shopping (a lot of shopping). I would recommend this hotel in Singapore at anytime to anybody!",Trip type: Travelled as a couple,"Augsburg, Germany",20 ,7 ,5.0,
Date of stay: September 2015,C M,Short Holiday Escape,"My partner and I planned a quick last minute getaway to Singapore and having both never been before, I was reading all the ratings and reviews of all hotels.

I came across the Park Regis Singapore and it was the right price, fantastic location (the MRT is literally across the road) and even though there's mixed reviews about the open plan styled room, we thoroughly enjoyed our stay.

Yes, the hotel rooms are more 'open' than most, but the separate toilet and shower both have individual doors. The room was clean upon arrival and cleaned daily.

The hotel in general was very clean and well looked after, all staff were very friendly and courteous and were able to assist with directions and offer suggestions.

We would recommend this hotel to everyone and would definitely stay here again.",Trip type: Travelled as a couple,,35 ,9 ,5.0,
Date of stay: September 2015,mssmithv,exeptional,"We paid $207pn for 2nights. Service exceptional. Room was spacious, comfy bed and pillows, very clean and we loved the window seat overlooking the pool. Excellent location. Check put 12pm but we had a late flight so they allowed us to stay in the pool/gym and use the shower. 10/10",Trip type: Travelled as a couple,"Christchurch, New Zealand",1 ,,5.0,
Date of stay: August 2015,Ian R,Read the fine print,"When is a $188 room really a $221.28 room? In Singapore, of course. I booked a room at the Park Regis Singapore through a prominent booking site. A ‘value deal’, ‘best price guaranteed’ at S$188. This unfortunately did not include taxes. Singapore has a 10 % service charge and a 7 % Tax on hotel rooms. It’s quite a bit, enough to make it a bad ‘value deal’.
It’s true, my confirmation email did actually say taxes excluded, when I looked at it later. My bad.
I’ve just looked at Singapore hotels for October on several booking sites and not one of the 18 hotels I considered, offers rooms with taxes excluded.
Read the fine print when booking rooms in that city.",Trip type: Travelled as a couple,"Sydney, Australia",444 ,274 ,4.0,
Date of stay: September 2015,Glenn M,Short business trip,"Great hotel, very centraly located. Close to most highlights of the City. Public transport (MTR) close by as well. Hotelrooms are meeting to all the travellers requirements, clean, spacious and comfortable. And a great swimmingpool. Will definately come back.",Trip type: Travelled on business,"Amsterdam, The Netherlands",14 ,4 ,4.0,
Date of stay: October 2014,Shaylee M,Pleasantly surprised!!!! Great stay!,"New and modern hotel right next to Clarke Quay. My husband and I stayed here for our first trip to Singapore....
The rooms are new and funky and don't offer a great view but the location makes up for it. It's just a short walk over a bridged walk way right on the doorstep of Clarke Quay where there are sooooooo many restaurants, bars and nightlife. The Clarke Quay MRT stop is close by and is so easy to use! Everything is in English, digital, and so fast and efficient! Trains run all the time and are really clean and behind glass doors. It's a short train ride to Marina Bay, The Promenade, Orchard Road....
The pool is another winner for me - it's big enough, has a waterfall feature with tables to enjoy cocktails close by and you can swim a little late to ease the humidity...
The breakfast Buffett was okay, just standard. We slept in most mornings because all shops don't open until 11am so we didn't get up for breakfast most mornings....
The staff were also very friendly and helpful..
I would stay here again because of the location and cleanliness....",Trip type: Travelled as a couple,"Newcastle, Australia",81 ,42 ,5.0,
Date of stay: September 2015,Leaandbee,Excellent location.,"Great location close to Clarke Quay and Chinatown. Staff very helpful and food in restaurant very affordable and very nice. Pool is very nice too, wouldn't think you were in the middle of Singapore.  Only downside is the bathroom is very open, not much privacy if you are travelling with a friend. Once again, can't stress how lovely and helpful the staff were.  Will definitely be staying again.",Trip type: Travelled with family,"Perth, Australia",8 ,1 ,4.0,
Date of stay: September 2015,Vincent L,convenient location,"first time and thanks to the hotel i was put in a room next to the pool.  hence a bit more space with the patio access. was on business so no chance to swim.  room was quite decent but small, good for biz traveler.",Trip type: Travelled on business,"Hong Kong, China",11 ,,4.0,
Date of stay: September 2015,Tim H,Return to the Park Regis,"This hotel exceeded my needs....again! It is a pleasure to spend time in this hotel. The wireless is seemless and efficient, the food is excellent, the rooms are well designed and location is perfect for my needs.
Thanks for delivering again, Park Regis....I will be returning!",Trip type: Travelled on business,"Hermanus, South Africa",66 ,21 ,5.0,
Date of stay: September 2015,DSerjeant,Comfortable but small,"I wasnt expecting a huge suite but despite the general cleanliness of the room, there were 2 issues for me. First - No closet space - nowhere to hang my suit etc. and I mean NO closet space. Not small, or tiny - just none. Second - the room had a moldy smell that was coming from the shower closet (assume the drain). Not a deal breaker, but certainly a little off-putting on arrival in the room.",Trip type: Travelled on business,"Hong Kong, China",1 ,,3.0,
Date of stay: August 2015,mrzigerligy,great price  - friendly staff - perfect location,"Its a great valuable Hotel on a quiet good location - near the Clarks Quay in SIngpore. Very helpfull and friendly staff - great proposal of restaurants were given. The Swimming Pool is not huge but good located and comfortable to spend some time for relax.

Many thanks!",Trip type: Travelled solo,Rapperswil Sg,1 ,1 ,5.0,
Date of stay: September 2015,Muliadi J,great place to stay,"Room is clean, nice and cozy.  A bit small but the location is awesome.  Love that  it is walking distance to Clark Quay and MRT.  Chinatown is also 15 walks away. Once complaint, please add more power plug!",Trip type: Travelled with family,Jakarta,2 ,,4.0,
Date of stay: September 2015,PeterW88888,Very nice hotel with mostly good service!,"Hotel staff was very good and room quality was very nice. Ordered a taxi at 4:00AM and it was there as they said it would be! Only thing not up to par was the service in the dining room. Took 45 minutes to order and receive a salad.....was not chilled when I got it, so it was sitting on the counter somewhere till the server decided to bring to me. Other than that, quite a nice hotel and would recommend!",Trip type: Travelled on business,"Rancho Cordova, California",67 ,75 ,4.0,
Date of stay: August 2015,jogeshlulla,Excellent location,While the rooms were a little small the location of this hotel was absolutely amazing! The MRT is right across the street and Clarke Quay is a 5 minute walk. The rooms were clean and the staff was also very helpful. The reception being on the 3rd floor was a little odd but nothing that can't be dealt with.,Trip type: Travelled as a couple,"Mumbai, India",39 ,14 ,4.0,
Date of stay: August 2015,ida1232015,SG50 2015,"clean, cozy and have a beautiful room. Romantic place to stay. Great location. The pool view from the room was awesome. Love the  long mirror in the room. Greeted by every staff that sees me in the hotel.",Trip type: Travelled as a couple,"Singapore, Singapore",3 ,,5.0,
Date of stay: August 2015,ezboy2015,Great Staff and Good Hotel.,"A big thank you to the staff very helpful, sympathetic and professional.
At the restaurant the food is good however the kitchen was a bit slow 2 times...The swimming pool is wonderful and clean.
If it will be possible to have a smoking area with an ashtray!
Thank you!!!",Trip type: Travelled on business,"Menton, France",1 ,,4.0,
Date of stay: September 2015,carrie,cozy and comfy,I am quite happy to stay in Park Regis Hotel for my first trip in SG. The room is nice and the ambiance of swimming pool is quite leisure. It's just the sound proof shoud be improved since I can hear my neighbor's voice.,Trip type: Travelled with friends,Jakarta,2 ,4 ,4.0,
Date of stay: August 2015,fawlyfauz,Great location!,"We stayed here in August and booked 2 rooms to celebrate a friend's birthday.

Getting there was really easy, just about 3-5 mins walk from Clarke Quay mrt. The concierge at the lobby was very welcoming and friendly, always with smiles on their faces. Check in was a bit slow (maybe because we had 2 rooms?), we had 2 rooms and one wasn't ready but we checked in at about 330pm. A little disappointed but what could we do about it. We only got the other room about an hour later.

Room size was fairly spacious. Location was really good, just behind clarke quay. There's 7-11 right next to the hotel and another across the street so that was convenient. Breakfast was a tad disappointing as the choices were quite limited and the quality was meh.

Check out was okay. One thing commendable was when we were waiting for our cab and it arrived, concierge took the initiative to bring our bags to the cab without being asked to, so kudos to them!

Overall, it was a pleasant stay, would definitely return again for a staycation.",Trip type: Travelled with friends,"Singapore, Singapore",25 ,34 ,5.0,
Date of stay: August 2015,Murray Champion,Park Regis Hotel singapore,"I found the room to be small and compact compared to other hotels considering the price.

Location is good. A supermarket is a 5 minute walk (China Village Shopping Cente on basement level) so you can buy anything there you require.

The taxi driver had difficulty locating the entrance to the hotel.

There is not much privacy when using the toilet.

The price charged does not reflect value for money.",Trip type: Travelled as a couple,"Perth, Australia",27 ,35 ,3.0,
Date of stay: August 2015,mrvieiral,Great value for money,"Very good hotel. Great location. Very close to shopping malls, subway and restaurants.
Staff are very friendly, the pool and the gym are very decent. Good variaty of food for breakfast. Small but cozy hotel.",Trip type: Travelled on business,Sydney,1 ,,4.0,
Date of stay: September 2015,Vince597,good hotel well situated,"It is my second stay at park regis, and I like the hotel, the room, the swimming pool and the situation of the hotel.
The breakfast was not included in the rate of the room, we took it once in the hotel, it is expensive and really ot good, it doesnt worth the price",Trip type: Travelled as a couple,Bruxelles,19 ,16 ,4.0,
Date of stay: September 2015,mrsheachingyus,convenient and good services,Good services and staff in handling problem customer in very good manner and skills. Helpful staff and follow up the request from the customer closely and properly. Will come again int he future to stay .,Trip type: Travelled on business,Hk,1 ,,4.0,
Date of stay: February 2015,Alexa D,Great location,"Lovely room clean well equipped but compact but in a tasteful way. I believe this is normal in Singapore.
Great location. Clarke Quay just a short walk as is China town. We stayed during the Chinese new year we got a lovely gift in our room of two oranges and a golden envelope with chocolate coins. There is stations close by. Staff were very friendly.",Trip type: Travelled as a couple,"Stranraer, United Kingdom",147 ,28 ,5.0,
Date of stay: September 2015,michcrowman,"good location, modern but small room","the hotel is located quite good,..close to clark quai and to centre,...
wifi in the toom is free, but most of times too slow. the rooms are modern, but quite small.
overall the price is good and location is sure a benefit.
it was my third stay this hotel,...will stay there in future as well,,,",Trip type: Travelled on business,"Seoul, South Korea",1 ,,3.0,
Date of stay: August 2015,B K,Great location!!,Loved the location next to Clarke Quay. Room was great & friendly staff. This was our first time in Singapore and we enjoyed being in this convenient location in the middle of the city. Fantastic price for three nights!,Trip type: Travelled as a couple,"Canberra, Australia",4 ,15 ,5.0,
Date of stay: September 2015,mrth0mask,Recommend,"Great location right at Clarke Quay. Staff were excellent. Rooms a bit small but clean, comfortable and quiet. Breakfast is ok however some of the items like the sausage was cold. Would recommend over all.",Trip type: Travelled as a couple,Darwin,1 ,,4.0,
Date of stay: August 2015,jamie m,"Ideal location,","Kenneth the door man was very nice to us friendly polite and a reason we will come back to this hotel, Room very clean good air con and large tv. Hotel easy walk to marina bay and the marina bay gardens, easy way to get to Sentosa by Central mrt right outside the hotel was a plus, reception staff very professional , well done ....10 out of 10",,singapore,38 ,76 ,,
Date of stay: August 2015,Maaloee,Very good hotel,Perfect hotel for my needs. Close to MRT. Walking distance to ex. China Town. I like the smaller hotels. Pool and pool area are very clean. Very friendly staff. Smooth check-in and check-out. Breakfast could have a little more cold meet for us europeans :)                                          ,,"Horsens, Denmark",1 ,,4.0,
Date of stay: August 2015,ivylim0829,"Good service,environment","Free upgrading my room during my birthday and give me the birthday cake.The environment is good and convenient,is just opposite the mrt station.  I slept for one night with comfortable bed until I dont want to check out my room.       ",,Johor Bahru,2 ,,4.0,
Date of stay: August 2015,TenPro G,good location hotel,near location is good area. have a enjoy your trip. and you will be nice sleep by comfort bed. breakfast also is not bed. and service manner is good. i have been 2 days. housekeeper also help our family.,,Seoul,1 ,,3.0,
Date of stay: August 2015,nelcome7,A place taking perfect rest,"No more to say. Comfort and Clean room. A subway station nearby the hotel. Even more, that was good spot in the balcony (or veranda). A lot of people will use beer space with lovely friends or family.        ",,Suwon,1 ,,5.0,
Date of stay: August 2015,mrfour,"Mostly good, but poor internet","The room was clean and all the staff were friendly and helpful. But the internet is very slow, and sometimes drops. Not just in my room, but in coworkers rooms also. For a business trip, this is not a good place to stay if you need to work from your room.",,Boise,1 ,1 ,3.0,
Date of stay: August 2015,jayeonyoo,good hotel,1. The apples was good in the lobby. 2. Staff members were kind. 3. The pool water is so clean. 4. Good sofa next to the window. i was overlooking the swimming pool. 5. The lobby of the staff members were especially friendly. When we get off the taxi they opened the door for us. And he asked us the taxi driver was kind to us. it was attentive.              ,,Seoul,1 ,1 ,5.0,
Date of stay: August 2015,Mr Walmsley A,Good arrangements and best value,"Location is brilliant and everything close at hand from Singapore's excellent MRT (underground rail) station a very short walk away. Nice park, river front, and endless food, cultural, and shopping choices right at your doorstep. Staff and hotel top notch. If you have a late departure, it is possible to use the shower facilities of the gym for free before heading off to the airport. Just fantastic! ",,Double Bay,5 ,2 ,5.0,
Date of stay: August 2015,pimchanokt,Comfort bed and good location,"Good location, easy to go to MRT and walk to Clarke Quay, China Town Point etc... comfort bed and pillow. The staff are friendly and helpful. But food not variety as much as other hotels. Overall okay.       ",,Bangkok,1 ,,4.0,
Date of stay: August 2015,batrisyiaabdullah,Clean and location is very convenient,"Easy access to MRT, Wifi service is excellent and staffs are very friendly.  Location is excellent. Walking distant to shopping malls and eatery. Also, place is very clean. Room is cozy.I will surely recommend this hotel to my other friends and family members who wish to come to Singapore either for business trip or holidays.  Great view nearby hotel.                ",,Bandar Seri Begawan,1 ,,4.0,
Date of stay: August 2015,ValerieL1980,Another great stay,"Stayed during the jubilee parade ., spotted the Jets and fireworks and best of all the a380 from the room .. Yet away from majority of the crowds ensuring my sanctuary .. And best of all it didn't hurt my pockets much .. :)",Trip type: Travelled with family,"Singapore, Singapore",10 ,7 ,4.0,
Date of stay: September 2015,anu chawla,Stay at park Regis last week,"We stayed at the Park Regis hotel last week for 4 nights. The best things first ... Very friendly and helpful staff. They are ever willing to help out with information on
Places to visit and even sit down with you and give you suggestions. They were very nice to our two 7 year old boys too.

Breakfast was included for us and was reasonably good with fruits, yogurts, breads and pastries as well as hot food options and some Asian dishes every day.

The other advantage is their proximity to the metro station and Clare's Quay which is very lively and good place to walk around in evenings and taste lovely food especially seafood. We were told chilli crab is a must here but did not unfortunately try as had to opt for places where kids wanted to eat.
It was easy to also walk to nearby mall and get our money changed at forex bureau, have a fancy meal at the lovely Fullerton hotel nearby and take a boat ride nearby and enjoy the amazing view of the city.

The rooms at this hotel are smallish. We were upgraded to one of the nicer rooms but with the extra bed in there was barely room to walk around. The beds and linen are very clean and comfortable. We did feel that the lady taking our request twice for more creamer and tea seemed bit unhappy about our request for 4 creamers and extra cups but there were 4 of us!!! We eventually bought milk and stored in the fridge in the room.

The room had different bathroom model which is good if you are staying alone in the room but not practical with family. It's basically almost like open bathroom. The wash basin area is open and shower area and toilet are separated in opaque cubicles. These cubicles feel very small and have no locks inside so with young kids like ours, the chances of them opening the doors when you use these facilities is very high.

The small pool was nice with fountain on one side which the boys enjoyed.

We would be happy to stay here again during our next visit.",,"Kochi (Cochin), India",120 ,36 ,4.0,
Date of stay: August 2015,mrhandlerk,Very good locaction to stay for a business trip,"Apart from the fairly small room size and the breakfast tables where you sit Close to others in Peak time I enjoyed my stay. People are friendly and the reception, room Service are fast and responsive. The Location is great and very Close to the subway Station. Also from the Airport the time to get to the Hotel is not much. Bed was comfortable and the area is fairly quiet at night.",Trip type: Travelled on business,Neubiberg,1 ,,4.0,
Date of stay: August 2015,jimin0025,Service and location very good,"Officer man is very kind, there is verity of map, it is very convenience. I'd like to stay next travel. Because the hotel is located near the clark quay station. So it takes 3minutes. the hotel is located near the song fa bakum.",Trip type: Travelled as a couple,Seoul,1 ,,5.0,
Date of stay: August 2015,Jessy C,Simple and Nice,"Convenient location, easy access to MRT and walking distance to Clarke Quay, China Town etc... Simple and nice property with complete facilities. Likes the swimming pool! Hotel room is cozy, bed and pillows are comfy. Hotel staffs are friendly and helpful! The only thing is the coffee house capacity was rather small and during busy breakfast hours it could be full. Seating are on table sharing concept, food varieties are very simple. Some taxi drivers might not know the hotel location. Overall good!",Trip type: Travelled on business,Kuala Lumpur,2 ,,4.0,
Date of stay: August 2015,Oiltraveller,Good Central Stay in Singapore,"Arriving at the hotel was good with friendly helpful staff. Quick check-in and our online request was taken into account for the room booking which was good.

Didn't take the breakfast option as there are a couple of places around the hotel to have a decent breakfast. It is close to the MRT, walking distance and quick to get too. Across the road from Clarke Quay restaurants and Clarke Quay Central which is convenient for entertainment and going for dinner or lunch if you are in the surrounds.

The rooms have got an excellent lay-out, the bathroom lay-out which was really compact and impressed us as it didn't take a lot of space. The coffee station that was hidden away out of sight and the fridge that is build in on the side. We had a city view over the swimming pool and not any real noise to speak off that we've encountered. Rooms were cleaned well and the bed were super for a comfortable sleep.

Affordable hotel in Clarke Quay and for the comforts that it supplied well worth it.

Check-out was quick and a taxi was at the door with-in a couple of minutes taking us back to the Airport.",Trip type: Travelled as a couple,"Nairobi, Kenya",223 ,70 ,4.0,
Date of stay: August 2015,Jenkgan,Good service and transquil experience,"The hotel lies in a very convenient location where we could easily walk to the Liang Court where we could shop at our favourite Japanese supermarket and to have dinner too, as well as the Clarke Quay if you would love to chill and drink during the nights. Excellent service from the guest counters, as well as the Concierge counter.
There is something i wanted to bring up too. I attended a free Sunrise Yoga class which falls on every Sundays and i totally love it. Easy to do and relaxed our minds too.",Trip type: Travelled as a couple,Singapore,1 ,,4.0,
Date of stay: August 2015,msmeyerm,Only one night but it looked very good,"There is only one thing that we truly missed was space in the room, but for one night it was good. We didn't try the restaurant. Neither the pool that look pretty nice. Comfortable bed and well located.",Trip type: Travelled as a couple,"Lausanne, Switzerland",2 ,1 ,4.0,
Date of stay: August 2015,springmorning,Very nice staying with Park Regis,"I was staying 2 days in Park Regis on August 2015. Staffs are very kindly and nice. I had great experience in Singapore with them. I do recommand to stay this hotel. Add that, location is very convenient from the MRT(only takes 5 min from the MRT station)",Trip type: Travelled with family,"Seoul, South Korea",1 ,,5.0,
Date of stay: August 2015,mssattlera,It's ok,"Nice hotel, but really small rooms.
unfriendly cleaning woman and the cleaning stuff has a really strong smell. Breakfast was ok but it could be more selection. It was really fine to use the pool and the shower after the check out",Trip type: Travelled on business,Fohnsdorf ,1 ,,3.0,
Date of stay: August 2015,mrpanchalv,Excellent location and very good service,"Very co-operative staff. For all my visit to Singapore I will stay in this hotel. Nice location and so many restaurants and places at walking distance. Laundry always at prompt time. One suggestion, before one day of checkout give letter to the room.",Trip type: Travelled on business,Gujarat,6 ,1 ,5.0,
Date of stay: August 2015,chrisM6961IN,"Perfect location ,friendly staff","The location is perfect, the hotel very clean and the staff very friendly and helpful. We ordered room service for lunch and the food was good qualiy. The beds are confortable.we had a nice stay un general and would go back.",Trip type: Travelled as a couple,"Madrid, Spain",1 ,,5.0,
Date of stay: August 2015,Kieran H,Lovely helpful staff couldn't do more.,Arrived to find mistake in booking date by travel agent which got date wrong however hard working staff found us a room despite being 100% full. Great care and concern by friendly professional staff made our stay totally enjoyable. Also great advice about finding local areas of interesting for culture and food.,Trip type: Travelled with family,Avalon,1 ,,5.0,
Date of stay: September 2014,vivng65,Pleasant Stay,"I have booked this lovely hotel twice for my French in-laws (after personally visiting the premises and doing room inspection) and they were very pleased with all aspects of their stay.

Great location, across the street from Clarke Quay MRT and within walking distance from Chinatown MRT. Lots of restaurants and shops five minutes away.

If you like Chinese food, the dim sum at the restaurant is definitely worth the calories.

A big thank you to Jason and his team for their hospitality.",Trip type: Travelled as a couple,,31 ,55 ,5.0,
Date of stay: August 2015,Ash0902,Loved the pool and amazing service,"My friend and I stayed her a few days ago. Our flight was delayed by a day so we were only able to transit overnight. When we arrived we had been traveling for almost 50+ hours and were exhausted, just wanted to relax and hit the sack.

Bryan- extremely efficient and was so nice to upgrade us to a bigger room. Thank you.

Room- the bed was comfortable and big but with all its amenities and when you add your bags there isn't much room to move about comfortably and this was an upgraded room.

Bathroom- clean and spacious and it's extremely thoughtful for the hotel to provide amenities that you would have forgotten.

Pool- amazing, and even late night it was the perfect temperature. It can get busy even an hour before closing but do not give this a miss.

Overall 5 stars for the excellent service and no hassle check in.",Trip type: Travelled with friends,Sacramento,89 ,78 ,5.0,
Date of stay: August 2015,ikjunko818,"Comfortable, convenient Hotel","Just the opposite to the Clarke Quay MRT station, 5 mins walk to Chinatown Point. Surrounding is quiet at night, but would not feel dangerous. We follow our plan, so did not try the breakfast at hotel. But the restaurant is quite full everytime we walked by. Also have comfortable bed and a powerful air conditioner. Facilities are new.",Trip type: Travelled with friends,Hong Kong,6 ,,4.0,
Date of stay: August 2015,JanW,Great hospitality and location,"Park Regis was a great place to stay, with ultra clean rooms, wonderful staff that greeted us with a ""welcome back"" every time we returned from sightseeing, and convenient to Clarke Quay restaurants and MRT station. Hoping to return someday.",Trip type: Travelled as a couple,"Greater Palm Springs, California",36 ,18 ,5.0,
Date of stay: August 2015,garth78,3 stars for the price of 4,"Nice location. Friendly and helpful staff.

Hotel room smelt like smoke. Fridge didn't work and made an irritating sound. Bathroom set up lacked privacy. Were also given towels with holes in them. We wouldn't visit this hotel again.",Trip type: Travelled as a couple,Auckland,1 ,2 ,3.0,
Date of stay: August 2015,Cookies n Milk,Family Stay at Park Regis,"This is a very nice hotel. We took a room with direct access to the pool. The pool is not big and is more like a lap pool. There are nice water features and my family enjoyed standing under the man made water fall.

The location is very good. If you want night life, it's 5mins away. If you want food for the family, head to Clark Quay Central. My children enjoyed walking by the Singapore River, listening to baskers and of cos, dinner. The MRT station is there too. If you want Chinese food, China town near the hotel too.

At the hotel bar Twenty3, we had Penang Char Kway Tiao and Fish and Chips. It was very good. Something I would go for even when I am not staying at the hotel.

For the breakfast buffet, the spread is decent bearing in mind this hotel is not big. There was something for everyone in the family.

Oh, yes, Free Wifi that works! If not just head down to the reception area at level 2 where 2 Macs are available for use.

On the whole, I would recommend this hotel for couples, solo, business even though we had fun as a family. We seemed to be the only people with kids at the pool and it felt like we were breaking the peace while other hotel guests where sun bathing. Throughout our stay, we only saw one other child. If there is ever a time my husband and I could enjoy some nightlife like we used to, this is a hotel we would consider.",Trip type: Travelled with family,"Singapore, Singapore",34 ,11 ,5.0,
Date of stay: August 2015,s0ye0n,excellent!,"hi!!!!
I'm a Korean.
When we have decided to travel to Singapore for two nights at the Park Regis Hotel.
Once the price compared to the very high service and good transport links, wrapped it very good. Every day clean room clean haejugo was able to travel comfortably by giving what you want to solve immediately.
If it comes just a trip to Singapore, I would like to recommend Park Regis Hotel.",Trip type: Travelled as a couple,"Ulsan, South Korea",4 ,,5.0,
Date of stay: August 2015,Rosanne_cat,good service,"also, kindly manner and smile with staff. however, the staff didn't provide us the baby care room to change diaper with baby(coz my baby had defecated with little loose bowels so that he needed to have bath ),he only let us go to the disable toliet at 2nd flr for cleaning after we hv checkout and consigned the luggage.",Trip type: Travelled with family,Hong Kong,16 ,11 ,4.0,
Date of stay: April 2015,Andrea_9915,Wonderful hotel close to Clarke Quay,"The hotel is wonderful and the room stayed was very clean, modern and comfortable.
It is very close to Clarke Quay (less than 5 minutes on foot) so you have access to a lot of different restaurants and attractions.
The cabs are always available around the hotel so you can ask for one to reach all the attractions in Singapore.",Trip type: Travelled on business,"Rome, Italy",159 ,57 ,5.0,
Date of stay: August 2015,Jenny G,Great hotel,This hotel was excellent. Staff very friendly and helpful.  Arrived early morning and was able to book in early . We were very tired they got a room ready a.s.a.p. Room was modern and clean. Breakfast was fabulous and noticed that they changed some dishes the next day.  Close to Clarke Quay. Will be booking when we return next April.,Trip type: Travelled as a couple,"Melbourne, Australia",14 ,14 ,5.0,
Date of stay: August 2015,mrchangwenkueie,Nice hotel with reasonbable price,The location of the hotel is convinient and quite. The room is not big but comfortable enough. I did not have a chance to check the gym and pool this time but it looks nice from outside.The breakfast offering is not huge but goo enough for the selections.,Trip type: Travelled on business,Taipei,5 ,,4.0,
Date of stay: August 2015,PCrowle,Week in singap,"Hotel is well positioned,close to MRT and bus routes. Staff were very friendly and helpful. Only concern was the design of the room with little privacy for toilet and shower. Not the place to go with a new partner.",Trip type: Travelled as a couple,"Perth, Australia",2 ,,4.0,
Date of stay: August 2015,658jamel,very good location,"the location of the hotel is great, close to all the famous site seeing places and several good restaurant, very good for the family with kids.  the bed is comfortable and the crew are very friendly . The room is a bit small.",Trip type: Travelled with family,Guang Dong,1 ,,5.0,
Date of stay: August 2015,EbonyS S,Not much to fault,Great location-MRT station across road & walking distance to Clarke Quay & Chinatown. Staff v.friendly & accommodating & allowed an early check-in as we'd come off red-eye flight. Rooms nice but small,Trip type: Travelled as a couple,"Perth, Australia",1 ,,5.0,
Date of stay: August 2015,Raimund H,Great place. Convenient location.,"Excellent, friendly and efficient treatment. Good breakfast selection.
Had a great room with a little balcony and a great package that included breakfast, some laundry and mini bar.
Great view to the pool.",Trip type: Travelled on business,"Basel, Switzerland",2 ,2 ,5.0,
Date of stay: August 2015,msclem2015,City trip,The rooms are nice and offer all the comfort neededThe location of the hotel is excellent.Nice swimming pool to rest after a busy day in Singap      Very good service. We had a very late flight and were able to use the hotel facilities even after checking out.,Trip type: Travelled with family,Lyon,1 ,,5.0,
Date of stay: August 2015,msngshihuan,Overall is good,Overall is good but one point made me feel bad was the TV doesn't work but asked for a few times also no one come to fix or repair it for me. So I do hope that this part of service can be improved in the new future.,Trip type: Travelled solo,Hong Kong,1 ,,4.0,
Date of stay: August 2015,mssaviersl,"Nice, but expensive","Hotel was nice, but not a luxury hotel and I found room quite small.  A/C not working the first night and I was quite uncomfortable.  Overall staff was very accommodating and the location unbeatable.  I would probably stay again.",Trip type: Travelled with friends,"Cleveland, Ohio",1 ,,3.0,
Date of stay: August 2015,mrpeter813,"Nice, quiet Hotel @ Citycenter","We recommend this place because of short ways to MRT/Bus. You could easily walk to Chinatown, Boat Quay, Marina Bay... Very friendly staff. Breakfast was delicious and choose is up between international, asian food.",Trip type: Travelled as a couple,Feucht,1 ,,5.0,
Date of stay: August 2015,Jan J,Well Done Park Regis,We had a good stay in this hotel. The room was clean and well serviced. The pool was great to cool off in and the breakfast was well stocked with a variety of good food. Staff were very pleasant and very helpful. This hotel is close to Clarks Quay and also close to a MRT stop which we used to get around,Trip type: Travelled with family,Gosnells,1 ,,5.0,
Date of stay: August 2015,gkclcindy,Great stay,"It is my first time visiting Singapore, the hotel was very nice and clean, excellent location, just opposite the MRT station. The pool is also a must visit facility! However the amenities were not refill orderly, there were some days that the shower cap was not refilled. Generally it is a hotel that I will recommend to my friends!! Thank you!!",Trip type: Travelled with friends,"Macau, China",1 ,,5.0,
Date of stay: August 2015,heidi27,"Perfect spot  for a relaxing getaway, close to everything.","The staff including the cleaning lady were wonderful. Shame the pool area wasn't more inviting. With a outdoor bar @ maybe small snacks available in this area, would be perfect. Other resorts have swim up bars, maybe this could be an option. Thank you for a lovely week.",Trip type: Travelled as a couple,"Greater Adelaide, Australia",19 ,2 ,5.0,
Date of stay: August 2015,SummerChanFamily,Good location but daily room cleaning need to improve,"A very good location with just few minutes walk from clarke quay MRT and all frontline staff provided a very good service, overall experience is satisfied.

The swimming pool is smaller than expected. There is no shop nearby but we might walk 10 mins to china town. For the bathroom, the waterpool was not done well, water was leak out after bath.

One disappointed thing is about daily room cleaning, there was still many hair stuffed up the sewer. Some rubblish was still remained in room. The towers were not put in right place but inside the wardrobe sometimes.",Trip type: Travelled with family,Hongkong,1 ,,3.0,
