date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: March 2016,Rani K,"New, Clean and Great Hotel","the room was very small, so i don't think it will be suitable if you travel with your family and your children. But, if you travel with friends or spouse, it could be one of your alternatives.
since it is a new hotel, the room was very clean, standard budget hotel in Singapore.
the bathroom is super small but you can manage to have a good bath after a long day of walking.
you can also deposit you luggage and they keep it very tidy",Trip type: Travelled as a couple,,4 ,,4.0,
Date of stay: May 2016,Rully S,Just really great,"Really recomended hotel in bugis area for family with children. Superior room quite small  with double bed just fits with parents and 2 children bellow 10 yo. Large size swimming pool, near MRT, food store, cheers, mosque n halal restaurant. Just realy great hotel.",Trip type: Travelled with family,Jakarta,2 ,,5.0,
Date of stay: May 2016,Checksay,Wonderful stay,"I booked this hotel for three reasons. it's new, because it is near the Arab Street and I thought I'd like to explore more and lastly because it is walking distance from a green line mrt so we can just ride the train from the airport.

As we stay, the advantages just piled up. There is a food court at the ground floor of the hotel where lunch could be as low as 2.50sgd. In Lavander MRT there is a Kopitiam (or something similar) also for more choices. McDonald's, Burger King, and other choices were nearby as well. Right across the street is a grocery for our drinking water. If we do not want to walk and do not mind spending a few more centavos, there is also Cheers right next to the food court. founders Ba Khu Teh is also at the ground floor.

We were all over the place and being a family of ten with young children as well as old grandma and grandpa, we take a lot of time going from place to place. So to go to Chinatown for souvenir is quite a stretch from our hectic trip. They have a 3 for 10sgd souvenir shop at the ground floor as well.

My friends visited me and we had wine in one of the two wine places at the ground floor as well.

Harbourfront is a bus ride away.

Did I mention you have a view of the Singapore Flyer by the pool or in some of their rooms?

Wonderful stay indeed.",Trip type: Travelled with family,"Manila, Philippines",41 ,38 ,5.0,
Date of stay: March 2016,MysterySusan,"super tiny, super clean, and super cheap, ticks the budget boxes !!!","stayed at this hotel for a couple of nights pre cruise, in a great location, walking distance to Little India and Kampong Glam ? area. Very new hotel with super tiny rooms, still good value at under $150 Aust a night (you can get bigger rooms however)  super clean, perfect for when you are just wanting a clean place to stay after being out shopping and sight seeing all day. If you are travelling with a friend, make sure you get on well, as you will literally be on top of each other, really. Wouldnt recommend it if you are wanting to enjoy luxurious hotel amenities, there are other hotels in Singapore at a much higher price that will offer that. Will stay here again for sure as it is in my price range",Trip type: Travelled as a couple,Perth,85 ,20 ,4.0,
Date of stay: April 2016,BestTravelBug,The worst hotel experience if Singapore,"My 12 hr layover in Singapore was at Hotel Boss. I was supposed to get some rest but the rooms are not sound-proof; as the hotel is located in a busy part of the town guests come and go at all odd hours and I kept getting disturbed for their footfall on the corridors, for the opening and shutting of doors, and the loud (drunken) laughter.

The superior double was a tiny room with hardly enough space to keep my two average sized bags.

The bathroom was also made for a very tiny person. (note: there was no bidet)

But overall the room and bathroom were very clean.

I also opted to have breakfast at the hotel. A big mistake! the breakfast buffet caters to odd human species; food overall was not palatable and though it was a buffet lacked choice.

Overall, a very disappointing experience.",Trip type: Travelled solo,"Colombo, Sri Lanka",32 ,10 ,2.0,
Date of stay: May 2016,Synthia M,ok for short stay,"check in proccess was fast even the lobby was busy, the room is too small for family (2adults with 1 toddler), i can't even open my luggage at the floor.. I like tv with youtube channel my daughter can watch her fav channel, free wifi, the room was clean, children playground & pool is plus point for me Near to Lavender MRT, i like the view behind our hotel. a lot of place to eat near the hotel.",,,6 ,,,4.0
Date of stay: May 2016,Nimesh W,Rooms are small,"Rooms are quite smaller than it looks in the pictures and I was in a twin room which is too small for two people to stay. They don't have a wardrobe also, instead they had some hangers hanging on a pole near the bed.But the bathrooms were very very nice and the room service also not bad. ",,"Colombo, Sri Lanka",92 ,24 ,3.0,
Date of stay: May 2016,H R,Convenient & Nice stay,"Ideal location next to MRT Lavender station, not far from Changyi Airport station too. Easy to travel around in town & sight seeing attraction. New hotel with clean & tidy room, small & decent. Staff are friendly, able to speak English & Mandarin. Food court at ground floor is nice with air conditioning. Must try famous Tien Tien chicken rice & pat kut teh. Swimming pool is nice too. Very nice stay, value for money!",,"Hong Kong, China",71 ,58 ,4.0,
Date of stay: May 2016,DuchessDi,All about location...,This is a relatively new hotel so cleanliness is given.   Location: this hotel is about 400 meters away from the lavender MRT station which makes is convenient to go to different parts of Singapore. Has a convenient store outside the lobby and a food court. I find that there is always taxi waiting which is quite convenient. It's about S$10 (about 7.50 USB) to garden's by the bay and S$20 (about 15 USD) to the airport.   Staff: quite ok. They have around 8 people in the reception desk during the day so I can't generalize my review though the girl who checked us in needs a little bit more training when encountering issues.   Food: I did not get breakfast because there is a food court downstairs and another in the Lavender MRT station including McDonald's. It gave us more variety. ,,"Paranaque, Philippines",896 ,137 ,,4.0
Date of stay: April 2016,MOLEERipon,Boss Hotel,"the hotel is brand new, excellent position, excellent staff very clean BUT very small rooms even the upgrades are very small, but for a good value for money hotel, is excellent, but ok for a few days, but might be a problem for longer stays( no where to put things)!!",,RIPON,3 ,3 ,5.0,
Date of stay: April 2016,Syd M M,"Hotel Boss, the real deal","Nice compact sized room. Extremely friendly and helpful staff. Front counters adequately manned one gets help immediately. Centrally located for transport, entertainment, hawker centres, shopping,tourist places of interest and easy access to Airport.",,,3 ,1 ,5.0,
Date of stay: March 2016,Suchandragan,Hotel Boss,"The location of this  hotel is very good with walking distance of 15 mins from little India, 2 mins from Lavender MRT. The hotel is clean and facilities were as promised. Tea and coffee, soap and shampoo, refrigerator and locker etc were there. The Triple room that we rented was small. the bathroom was very small. We really found it inconvenient to use the bathroom.The cupboard was open with only a rod and a few hangers. It was inconvenient for 3 of us to keep our clothes and we had to keep folding clothes back into our suitcase.",,"Kolkata (Calcutta), India",2 ,2 ,4.0,
Date of stay: February 2016,Stevelaw_HK,Nice Hotel for Short Trip,"best location, nice and helpful front desk staff. There are cheap price and good quality food court next to the hotel.  The only things I don't like are the towel was not clear, the wall is think and easy to hear next room guest what they are talking.",,"Hong Kong, China",25 ,5 ,3.0,
Date of stay: March 2016,LifesAWander,Value for Money,"Small room, but clean. Has a small side table, chair, and amenities for coffee/tea. Has flat screen TV (overhead) and good wifi. Comfortable bed, with clean sheets. Small gym by the pool, which can get crowded, given the number of big number of rooms/guests, so head early (finally got a lounge chair on the third day, after multiple attempts). Well-maintained pool, despite the crowd, mostly families. Nice open area by the pool to hang around, and get a view of the city.  Food court next door, with mini-mart after that, money changer on one side, and small shops on the other side. If you just need a clean room to rest and become your base, this hotel is good value for money. There's a small park on your way to the train station/bus stop.",,"Metro Manila, Philippines",149 ,90 ,4.0,
Date of stay: April 2016,dunny2,singapore stopover,"my wife and I stayed at hotel boss in late april 30/4/16 & 1/5/16, we chose the hotel due to a convenient bus stop out the front, close to little india and close to the bus terminal. on arrival we found the rooms a bit on the small side and with 2 cases and 2 backpacks space was a bit tight, however the room was spotlessly clean with the latest tv and a multi international power point. we found the bathroom quite good size  and no trouble with the water pressure, the usual coffe/tea facilities were also supplied. the breakfast was mainly geared towards their Asian guests, as a westerner there could have been a few more choices that we are used to. we used the out door swimming  pool on the 4th floor which we enjoyed. a real bonus was the assistance that we received from the",,"Caloundra, Australia",358 ,29 ,3.0,
Date of stay: May 2016,Rosemary T,worst hotel in the world,"my sister and i visited singapore and stayed at the boss.. rooms are the size of a lift, i compained and they gave us an upgrade to a room a fraction smaller.
breakfast consisted of watered down cordial, watery tea and coffee. noodles, rice and eggs,they were all cold and tasteless. they were constantly running out of milk and this was 8.30 in the morning, we were told there was none left. the toilet seat was broken as you had to spin to try and reach the toilet paper.staff were nice a lot of advertising for more staff.. desk staff had problems finding out details having probs with their computer system. we were locked out of our room at one stage and had to go back to the desk as they had stuffed up the booking.air conditioning was set onto 100% fan so you froze at night they they put it down during the day so you were overheated during the day.",Trip type: Travelled with family,"Perth, Australia",20 ,21 ,1.0,
Date of stay: May 2016,spjames2016,"Good overall, let down by the little things","Overall a nice hotel, clean room, though very small, good views, balcony was really nice. Came with basics such as soap, shampoo (no conditioner), toothbrush etc. Room service menu was ok. Needed to have some plates/cutlery sent to the room, and the hotel refused our request. They also refused to provide us with an ice bucket. Very inconvenient and disappointing, as this certainly isn't a budget hotel.",Trip type: Travelled as a couple,"Johor Bahru, Malaysia",1 ,,3.0,
Date of stay: May 2016,Roger M,"Great value, clean, but compact","My wife and I stayed at Hotel Boss for four nights while I was undergoing medical assessment at Raffles Hospital, which is about a ten minute walk down the street or a 5SGD cab fare. The rooms are definitely compact, but the place is clean, and all staff were excellent.  I have to return to Singapore for more tests next week, and am looking forward to staying there again.  It is in the Arab sector, which is a very interesting location.",Trip type: Travelled as a couple,"Port Moresby, Papua New Guinea",44 ,25 ,5.0,
Date of stay: May 2016,Walterlsk,Small new hotel under green hands,"Hotel rooms are small but quite tidy. Too many rooms in one corridor and the soundproofing work is rather weak. Clearly hear people talking outside.
Hotel staff are not inviting at all, not having the hospitality like staff at a nearby lavender V hotel.
The lobby is spacious though and conveniently located.",Trip type: Travelled with family,Hong kong,1 ,,3.0,
Date of stay: May 2016,Sayed Naseef Jifri,Very good ,"Nice rooms and services
And nicely managing the customers at lobby. And very attractively created the setup at main lobby that makes everyone feels quality. Very good parking facility and the fair are reasonable and acceptable with facilities .",Trip type: Travelled as a couple,"Malappuram, India",282 ,28 ,4.0,
Date of stay: April 2016,mohamedkhalid76,CHEAP AND STANDARD,"Visited for 1 day only, nice NEWLY Build hotel. Can consider for 1 night stay only if you book for a cheap stay, cause the room is small, otherwise very clean and large window. Location wise splendid, arab street , little india and golden mile for some thai food.",Trip type: Travelled as a couple,"Singapore, Singapore",71 ,55 ,,4.0
Date of stay: May 2016,Carly Day,Customer service lets the place down ,"The rooms were lovely. Small but spotless with all the modern amenities. Fantastic location central to everything and handy to be right above various restaurants etc. really enjoyed the room and the quality of the restaurant providing room service. The thing that knocked off another rating for me was the extremely poor customer service at reception. The staff never smile, they are abrupt and rude and unwilling to offer basic assistance. When a beer arrived with room service that required a bottle opener to open, we enquired at reception as to whether they could help. They abruptly told us very rudely to go across the road and buy one at the convenience store?! Also abrupt and unhelpful at check in and check out.",Trip type: Travelled solo,"Tuktuk Siadong, Indonesia",100 ,27 ,3.0,
Date of stay: March 2016,CrunchieFan,Best deal for families,"Good location, between Lavender and Bugis MRT stations, within walking distance. We had a Family Room with a balcony, which was useful for hanging our wet swimsuits over the chairs. The 2 queen sized beds were firm and big enough for 2 older adults and 2 young adults. Shower was strong with lots of warm water. The hairdryer was in the drawer. Lovely pool, could even swim at night under the stars. Plenty of towels available there. Breezy lounge area near pool. Breakfast was not included in our room rate so we went to the Food court next door or to the Bugis Junction Mall. Lots of restaurants also nearby at Kampung Glam.
However, the room is very small. No shelves for clothes, just one rod to hang things up. No space to move around with 4 suitcases lying on the floor. Walls are extremely thin, you can hear water from the shower and toilets next door, as well as people talking in the corridor. No toilet paper roll, instead there are single tissues. Staff was friendly and we were able to leave our bags with the concierge on our last day after checking out, to do some sightseeing.",Trip type: Travelled with family,"Erding, Germany",136 ,26 ,4.0,
Date of stay: May 2016,Ahmad Salman,Best value hotel,"Me and wife stayed at the 14th floor with nice view.
For Singapore standards, it's best for its price.

Brand new, super clean, with just the right minimum room size for 2 Asians :)

Super fast check in with dozens of receptions.
Lots of room with great view.
Good wifi. Smart TV with HD tv channels.

Didn't try breakfast and pool. But there s a package 12S$ per person for breakfast.

good location, with just 300-400 meter from Lavender MRT.

Will definitely stay here again",Trip type: Travelled as a couple,"Jakarta, Indonesia",86 ,69 ,4.0,
Date of stay: April 2016,ericAKIRA,"Small rooms, Big amenities","We stayed in a triple room. It was a tiny room with one queen & one single bed. The room had large window which was nice and we had view to bugis & singapore flyer. Android TV, fridge, kettle, all were there although there was very lack spot to store your luggages or hang your clothes.

Perfect location! Just in front of a mosque, 5 minutes walking distance to Lavender MRT station, 10 minutes to Ban San Taxi Johor, a bus stand & a money changer was only a door away. A lot of food options. A good foodcourt, right below the hotel.
And most of all.. Looove the swimming pool and the Kids Playground. The security system for this budget hotel was good too. We always had to tap the keycard everytime we use the elevator.",Trip type: Travelled with family,samarinda,231 ,128 ,,4.0
Date of stay: May 2016,royale35,NEVER EVER VISIT AGAIN,worst staycay in singapore to date. rooms were comparable to budget hotels. poor service recovery. waste of money. definitely not a place to go for your honeymoon or special occasions. save your money and go elsewhere. literally overrated. emails of feedback sent to Boss hotel was never answered.,Trip type: Travelled as a couple,,1 ,1 ,1.0,
Date of stay: April 2016,maria_1550,POWERHOUSE,"Go posh for  budget price; there is even a TV in the elevator and airco on the balcony !   Super comfy feel good rooms with therapeutic bed, android TV, 5 star WiFi and great view.  Enjoy on site eateries, shops and  Rochor canal on evening strollThorough cleaners, helpful door-men, Had dark brown ceiling and wall been light grey or cream with brown cubes as in pictures,   rooms would feel more light  and spacy. as in fact room with view is not small, Water smells of chlorineName is well chosen",Trip type: Travelled solo,"London, United Kingdom",207 ,48 ,,5.0
Date of stay: May 2016,yeganeh61,"good location,friendly staff ","We were here 4 days, breakfast was good & enough, the room was 17 floors & have beautiful view  of singapour. The location near lavender MRT and direct line to changi airport, only 4min to walk to lavender station👍🏻. The mostafa market near here. It had everything you need with cheaper price.the service room was very good & room had safety box above the refrigerator. The staffs were friendly & kindly.",Trip type: Travelled as a couple,"Tehran, Iran",24 ,18 ,,5.0
Date of stay: May 2016,shaneel,Not to expectation,Rooms are very small and crammed esp for a family. Lifts were playing up. Kids playland is very small. It's better not to have one. Good part is its working distance to mustafa mall plus Indian eatries.,Trip type: Travelled with family,Fiji,7 ,2 ,3.0,
Date of stay: May 2016,MDinna,"Nice hotel, good location","Walking distance to MRT station. There is a park beside the hotel. The view from our room is okay. Although the room is small and no closet, it is clean. The lobby is big and the staff are very accommodating. It also has a nice pool. The restaurant on the fourth floor do not allow people wearing slippers, wet when it is located where the pool is.
There is also a food court outside the hotel that offers cheap but delicious food choices.
All in all our stay is good.",Trip type: Travelled with family,"Valenzuela, Philippines",26 ,51 ,3.0,
Date of stay: May 2016,Juhi_vishad,"Big reception, small rooms","Nothing much to say other then the room was very small. For 2 adults and 1 kid, the room size was just sufficient for all three of us to come and sleep at night. Though the reception was big and the location is great, but I was really uncomfortable with the room size. Didn't try the food, so no comments on that",Trip type: Travelled with family,"Bengaluru, India",11 ,2 ,3.0,
Date of stay: April 2016,Max H,Perfect for short business trips,"I was on a 5 day business trip in Singapore. Hotel Boss is very close to the MRT station Lavender which was a key factor for me. Considering Singapore is one of the most expensive cities in the world I was happy to find Hotel Boss as the room rates are reasonable - rooms are clean, modern (the Hotel is quite new) and overall satisfying and that has its price. The Hotel has a pool with a very good view to the Singapore flyer (= the giant ferris wheel in SGP). Check-in was smooth and easy.",Trip type: Travelled on business,"Vienna, Austria",6 ,3 ,4.0,
Date of stay: March 2016,Ulf S,Good location and nice balcony,"Hotel Boss is situated between Little India and Arab Quarter. It took less than five minutes to walk to the metro station Lavender. From there it was easy to get to all parts of Singapore. And also to the airport.
Room 1140 was super nice. We had a large balcony overlooking the city. On the balcony there were two sunbeds and a small table.
The room was fairly large, but it was bad with storage.
The hotel had a nice pool where it was nice to rest in the afternoon. Given how many rooms available it felt a bit meager with just 12 sunbeds.",Trip type: Travelled as a couple,"Umeå, Sweden",198 ,105 ,5.0,
Date of stay: February 2016,George81Lyon,Some days in hotel boss,"We stayed in superior double room with balcony. First of all the room is really small, get prepared. However, the view from the balcony, especially on high floor is really relaxing. There is almost no closet, is really small. The breakfast is quite good as also the meals. We found the prices quite good for the meals. It is close to metro station, not the most central place but if your budget is around to this price, select room with balcony.",Trip type: Travelled as a couple,"Knoxville, Tennessee",20 ,4 ,3.0,
Date of stay: April 2016,jasmynn,New Budget hotel in Singapore,"pretty similar to V hotel lavender.
only few steps bigger.

The mrt is nearby, the lobby is grand, the view is good.
room is small but everything is new.

If you are not very particular in a posh hotel, this place actually makes a good stay.",Trip type: Travelled with friends,Singapore,83 ,46 ,3.0,
Date of stay: March 2016,Riggerswollongong,"Good location, new hotel, noisy, tiny rooms","The Hotel is apparently only about 6 months old. We stayed there for four nights. The first thing we noticed was the room was absolutely tiny, there was nowhere to put our two suitcases, and we had to place them in front of the room door, which was also where the door to the bathroom was located. The room had 4 coat hangers, hanging on a small rack and no other storage at all. The showers were made for people under 5 feet tall, and I had to duck to actually get wet. We could also hear every single person that arrived in the foyer as the soundproofing was terrible.

The location of the hotel was great, with a nice food court downstairs and a short walk to the Lavender MRT station. Staff were friendly and the room had free wifi which was nice. We were lucky we didnt spend to much time in the room and spent most of our time exploring.",Trip type: Travelled as a couple,"Wollongong, Australia",95 ,63 ,3.0,
Date of stay: April 2016,i_asifh,good stay but bit expensive,very busy hotel. hotel is new so everthing is working. rooms are very small especially we came from 5 star hotel from Malaysia so we felt lil more small. but i heard most 3-4 star hotels in singapore has small rooms. they allowed us to check in at 10 am instead of 2pm. can stay again. swimming pool is good. near to lavender metro station. only down side very less verities in breakfast.,Trip type: Travelled as a couple,India,9 ,1 ,4.0,
Date of stay: April 2016,Yen M,Will definitely choose this hotel next time i'm in SIngapore,The hotel is very accessible to MRT Lavender station (about 5mins walk) and it also has bus stop in front. It has swimming pool also. Room service is very quick and they keep the room clean and organized. The room we got from the 16/F has a very nice view.,Trip type: Travelled with family,"Taguig City, Philippines",26 ,8 ,,4.0
Date of stay: May 2016,林冠毅Eason,"地點很好、美食街豐富，但隔音設備很差房間很小(Great location, great food court bu the soundproofing is awful.)","飯店地點絕佳，離Lavender地鐵站非常近，樓下就有美食廣場及便利商店，不用排隊就能吃到鼎鼎大名的天天海南雞飯和當地的美食，但房間非常狹小，尤其房間的隔音非常差，每天早上都會被中國遊客大聲交談的聲音吵醒，希望飯店能加強隔音設備或是加強遊客因量的管制，一趟美好的旅行卻每天早上在噪音中驚醒，相當可惜。
Great location and great food court, you can have the famous TianTian Hainanese chicken rice at ground floor.
However, the double room is so narrow and the soundproofing is awful.
I woke up every day by the noisy talking noise of Chinese tourists.
Really hope the hotel can improve the soundproofing or control the noise of the tenants.",Trip type: Travelled as a couple,Taipei,14 ,,3.0,
Date of stay: May 2016,Dave K,Not so bad,"Stayed here as a couple and overall not too bad. We rang ahead as we were going to be early arrival and was given early check in. We found staff were great and helpful. Room was small but knew this from previous reviews and photos.

Room was clean but a tight fit. Walls are very thin and lots of noise from the hallways both nights. Bathroom was modern and only criticism would be having to reach up and behind your head for toilet paper. Sound from higher floors toilets and drains was also very loud.

Breakfast option seemed OK for S$12 each but was a bad experience. Little western choice and had ran out of most things. Settled on toast only.

We booked on line and price was cheaper than advertised. So OK but you get what you pay for, there is better but for this price range it is not too bad.",Trip type: Travelled as a couple,"Lisarow, Australia",6 ,3 ,3.0,
Date of stay: March 2016,Parthhere,Comfortable stay in a good location,"I visited the hotel with my family in March this year. The hotel has a great location with all the major places right next to it (Buggis, Little India, Mustafa centre, MRT, Arab Street, shopping centre, etc.). Marina Bay is also just 15-20 mins  ride away (bus stop is located right outside the hotel) However expect lots of crowd around you as its always full (in fact in lobby you wont even find a place to sit!). The rooms were small (as like any other hotels in Singapore) but the quality of rooms and the views were great. The only thing that they need to improve is menu of the breakfast. The food is same every day with very little options or choice (specially if you are a south east Asian). Out of all staff the restaurant Manager was not accommodating at all (he refused to even warm up the cold milk we wanted for our daughter). Probably for the high number of visitors they don't care much about the need of the customers. The over all experience was good and is recommended for a stay!",Trip type: Travelled with family,"New Delhi, India",49 ,7 ,4.0,
Date of stay: May 2016,W P,standard 3.5 stars hotel ,"pretty nice , neat kind of 3.5 star hotel . room is definitely not spacious but size down is the norm in Singapore ?

Pro:location , walking distance to lavender MRT and Kampong Glam if you like religion culture scene; downstair has food court and restaurant, price is quite reasonable - all Asian cuisines , given them a try

Con: 1) space , especially the bathroom ,think of these portal toilet cubicle ; 2) sound proof not good enough can clearly hear people talking in the hallway ,especially in the morning which may affect your sleep

Bottom line : hotel serves as its design and 3.5 star rating , good for single traveller with short stay 1-3 nights. Service is attentive, staffs are professional ,I didn't have issues at all. If you are travelling with families or you are physically large / big person and budget is not a concern then go for more premium ones otherwise this one is not a bad choice",Trip type: Travelled solo,,1 ,,3.0,
Date of stay: March 2016,FoxPaw83,Good Stay-cation,"The hotel has just been in service recently and i decided to give it a try for my stay. Room was had a beautiful view both morning and night. Everything was connected via the internet in the room including the TV. My only feedback would be that the counter staff could be more friendly, as i encountered a rather grumpy gentleman who served me.",Trip type: Travelled with friends,Singapore,4 ,1 ,4.0,
Date of stay: April 2016,catchmanu,Good Short Stay,"No  complaints, as we arrived early  way before the Check in time,but Thank the hotel Staff especially,Ms.Natalie,she just smiled and give us the room, what more should i ask??, Room was good, Housekeeping staff was just awesome with their jobs, over all definitely we will come back",Trip type: Travelled as a couple,"Dubai, United Arab Emirates",7 ,1 ,4.0,
Date of stay: May 2016,774derekh,Avoid breakfast with room package,"Book a staycation breakfast with room in Hotel Boss on 1 May. Room was ok but poor sound proof, early in the morning a Indian family was speaking loudly at the corridor thinking it their home.

Breakfast was unsatisfactory went down at 930am, many dishes was empty and limited choice (bread, fried rice, hotdog, samosa, man tou, salad, fruits, hard boil egg). Worse is the hygiene, a group of Indian family came in and use their hand to take the food instead of using the thong provided, one of them even dip her finger into the peanut butter to taste it.

Appreciate hotel boss mgmt put some efforts to ensure such behavior does not happen as it a serious breach of hygiene.",Trip type: Travelled as a couple,"Singapore, Singapore",12 ,8 ,3.0,
Date of stay: April 2016,Michael M,Small room but otherwise very good,"I like hotels that are clean, quiet and have good wifi.  Hotel Boss has all of these and I enjoyed my stay there.  Rooms are very small and I wouldn't put more than two people in one.  But it's certainly not bad for one person.  I was travelling solo.  Location is good, rooms are clean, hotel is new, check-out is quick and efficient.  It all reminded me a bit of ibis. As long as you're not planning to spend a lot of time in the room Hotel Boss is a good option.  I'm not sure if hotel has laundry so business travelers may want to check this first.  There is a common room for ironing shirts which I used.  They have coin washing machines.",Trip type: Travelled on business,"Taipei, Taiwan",60 ,92 ,4.0,
Date of stay: April 2016,Rocky J,Nice Hotel,"Our stay at this hotel for four nights , the hotel facilities on the whole pretty good , just that the room is too small , pretty fast internet throughout the hotel 's location close to MRT Lavender

could walk to little india

there is a 24 hour restaurant just been below the hotel , also a bus stop right in front of the hotel",Trip type: Travelled on business,,8 ,,5.0,
Date of stay: April 2016,NLakh,Vegetarians do not go !,"I am putting up in room no 1146 , very UN happy with breakfast provided. There is almost nothing for vegetarians.
Have been having almost nothing since my two days of stay.
Mr.Williams , when contact at reception lobby also says cannot do anything about it.
So once when I go back to India , do I ask vegetarians to avoid .putting up at Hotel Boss ?
Already asked my tour manager in India to convey to their Singapore counterpart.
Aggrieved
N Lakhani",Trip type: Travelled with family,"Mumbai, India",77 ,31 ,1.0,
Date of stay: April 2016,Cyrus Chan,Disappointing overall,"I checked the comments on TripAdvisor before booking this hotel.

Well, I haven't written a review for quite a long time but I feel I need to write again this time.

I would like to confirm that this hotel is (1) really so small (2) really lacking of services (3) really not very tidy (4) Internet speed not reasonably fast enough and (5) bad in sound-proof.

I booked ""Superior Double Room, Balcony"". My room number was 7-79.

The room is so small that you can hardly walk if there are two persons. The balcony is quite big though but useless because this type of room faces ""raiserockhole"", so no view at all.

The house keeping service is not professional. They didn't really clean the floor of my room and the small dirt (I made it) was still there after I returned to my room.

My bed sheet had some stain on it.

Given that it is a well developed and modern city Singapore, the Internet speed of this hotel is considerably slow.

The door is thin so if someone speaks outside your door or at the corridor, it's virtually like they are speaking insider your room.

Other stuff:

No one took care of the swimming pool. Many towels left unattended there.

The temperature of the shower was not stable. It kept changing during the course of my showering!

The only good things about this hotel may be the location, the grand lobby and perhaps the price.

So, take your own risk!

You can check the video on youtube, which I shall upload later. Search ""Rm 7-79, Hotel Boss, Singapore""",Trip type: Travelled as a couple,"Hong Kong, China",21 ,16 ,2.0,
Date of stay: April 2016,TJ O,Shocking - AVOID AT ALL COSTS,"This is an awful hotel and how they charge 100 euro a night is beyond me.

The room is tiny. There is no where to even put your suitcases. There isn't even a wardrobe. The bed is average. The air conditioning sounds like a tractor it is so loud and makes so much noise you will struggle to sleep.

The breakfast was a horrific experience. The staff are rude, poorly trained and have no customer service skills at all. They are more concerned with kicking everyone out at 10.30am then to provide an acceptable service. The breakfast room feels more like a cheap hostel. To gives examples of how bad this is - there is no fruit juice, one communial butter bowel for the whole room (disgusting), no pork (halal is unacceptable to western guests), no proper selection of fresh fruit and signs up about charging guests for wastage. The staff will then proceed to remind you breakfast is over and will clean your table even though you're still eating. The hot food that is available is not nice at all.

The highlight of our stay was leaving the hotel to visit the various parts of the city. Hotel is close to Bugis station which has 2 mrt lines.

My advice to any western guest is go somewhere else. You will get places that are better quality in Singapore for the same price.",Trip type: Travelled as a couple,"Dublin, Ireland",118 ,33 ,,1.0
Date of stay: April 2016,John L,Satisfaction ,"I would like to thank front desk Miss Zahara and assistant housekeeping manager Mr Eric Hew for the excellent service provided. My spouse and me check in on the 29th April. The staffs mentioned above make my check in a great experience compare to other 5 stars hotel I frequent.
They upgraded me even I was staying for a night. Their smiles will genuine n warm thus making both my spouse and me felt very welcome indeed.
I would like to thank them for making such effort in letting the guest feel so comfortable and welcome.
KEEP UP THE GOOD WORK!!!!
REGARDS
JOHN",Trip type: Travelled as a couple,"Singapore, Singapore",1 ,,5.0,
Date of stay: April 2016,jhsiao3,Stayed for 3 nights,"Stayed for three nights and this hotel is okay for the price/location. The rooms are incredibly small as others have stated, they location is very good however.

The pool is great and clean with a minimal gym but enough to get a workout in. The food clique downstairs is soso but convenient, there are much better eateries around. Would recommend for shorter stays, it's simply too small for longer.",Trip type: Travelled with friends,"Boston, Massachusetts",43 ,7 ,4.0,
Date of stay: April 2016,Samantha K,Shocking for a 3* hotel. Avoid at all costs. ,"Sadly there was nothing positive about this hotel. The rooms are incredibly small - there is no wardrobe or even a place to store luggage. We referred to it as the box as it really feels that way and is not a nice place to stay except to sleep, and that's if you can get to your room. The lifts are unreliable, on 4 occasions over a 24 hour period we were unable to either reach our floor or reach reception, and using the stairs isn't an option as the fire doors are kept locked. The safe is also small not fitting larger items such as a camera.

There are no ""do not disturb signs"" however the maid only came in and provided new bottles of water and coffee. The bed sheets and towels weren't changed, nor were the mugs.

We visited the restaurant on the ground floor which was possibly the worst part of the hotel. One of the meals was served with uncooked chicken and without the right sauce, yet we still had to pay for this and the 10% service charge, which considering we had to get up to ask for everything such as salt and pepper there wasn't much of a service!

Overall this hotel is very overpriced, very uncomfortable and has the worst service I've experienced, made worse by the fact that the staff don't seem to care that they aren't providing the basics, like being able to actually exit the hotel!",Trip type: Travelled as a couple,"Fareham, United Kingdom",6 ,11 ,1.0,
Date of stay: April 2016,kknocker,"Poor food, service and room size",Staying at Hotel Boss for 3 nights. First time in Singapore. Wouldn't advise staying here unless you are travelling alone maybe. There are three of us in one room and not even enough room to access our suitcases properly. No wardrobes. Two small draws only. Safe not big enough to keep any larger items such as a camera. No room to put bathroom products either. Room service consisted of bottles of water being replaced only. Beds not made and no clean cups given. There is a restaurant  on the ground floor which  also provides the in room menu/service. When dining in the restaurant they said you couldn't charge to your room as they are not part of the hotel. Service was very poor had to collect our own menus and salt and pepper. Never checked how the meals were. On one of the meals the chicken was not cooked fully and instead of having a mushroom sauce as advertised it had mustard on top which I don't not like. On ordering a salad to have instead (as this should be edible!) the waiter still never asked if there was a problem with the meal. When asking for the bill there was a service charge which we asked to be removed but they said they couldn't even though very little service was provided. Would advise avoiding the restaurant and probably the hotel as well though it does have a nice size swimming pool and is close to a MRT station for access to the city attractions.,Trip type: Travelled with friends,"Greater London, United Kingdom",1 ,,1.0,
