,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_1,count_topic_0,count_topic_3,topic_1,topic_0,topic_3,count_topic_2,topic_2,count_topic_4,topic_4
3704,nzbear,2018-10-01,PreCovid,3,4.0,"[[room, small, 0], [hotel, singapor, 1], [room, recent, 0], [room, fewer, 0], [place, huge, 1], [bathroom, newer, 0], [bathroom, singapor, 0], [bathroom, basic, 0], [bathroom, decent, 0], [bathroom, small, 0], [walk, enough, 4], [room, insid, 0], [light, inner, 0]]",2.0,10.0,,0.20000000000000004,-0.013333333333333336,,,,1.0,0.0
3705,oonly4amit,2018-10-01,PreCovid,3,1.0,"[[night, second, 4], [pool, probabl, 4], [pool, swim, 4], [room, larger, 0]]",,1.0,,,0.0,,,,3.0,0.0
3706,Hanz B,2018-11-01,PreCovid,3,4.0,"[[singapor, best, 1], [singapor, 'far best', 1], [area, good, 4], [food, full, 1], [food, good, 1]]",4.0,,,0.6499999999999999,,,,,1.0,0.7
3707,Compass39356696666,2018-11-01,PreCovid,3,5.0,"[[room, arrang, 0], [size, good, 0]]",,2.0,,,0.35,,,,,
3708,Thiviya,2018-11-01,PreCovid,3,5.0,"[[time, third, 2], [pool, basic, 4], [room, better, 0]]",,1.0,,,0.5,,1.0,0.0,1.0,0.0
3709,SS_Singh,2018-11-01,PreCovid,3,4.0,"[[stay, nice, 1], [staff, experi, 1], [staff, good, 1]]",3.0,,,0.4333333333333333,,,,,,
3710,Trail20437946353,2018-11-01,PreCovid,3,5.0,"[[hotel, nice, 1]]",1.0,,,0.6,,,,,,
3711,Rommel,2018-11-01,PreCovid,3,4.0,"[[check, late, 2], [room, true, 0]]",,1.0,,,0.35,,1.0,-0.3,,
3712,Scenic67698521951,2018-11-01,PreCovid,3,5.0,"[[time, much, 2], [time, first, 2]]",,,,,,,2.0,0.225,,
3713,Flyer37184055428,2018-11-01,PreCovid,3,5.0,"[[room, nice, 0], [stay, nice, 1]]",1.0,1.0,,0.6,0.6,,,,,
3714,Go11489528778,2018-11-01,PreCovid,3,5.0,"[[staff, servic, 1], [friendli, good, 1]]",2.0,,,0.35,,,,,,
3715,Trip66017869216,2018-11-01,PreCovid,3,5.0,"[[room, good, 0], [room, qualiti, 0], [hotel, nice, 1], [hotel, good, 1]]",2.0,2.0,,0.6499999999999999,0.35,,,,,
3716,Camper00960067571,2018-11-01,PreCovid,3,5.0,"[[staff, nice, 1], [staff, servic, 1], [food, nice, 1], [room, nice, 0], [love, clean, 3]]",3.0,1.0,1.0,0.39999999999999997,0.6,0.43333333333333335,,,,
3717,Paradise46469869369,2018-11-01,PreCovid,3,5.0,"[[stay, short, 1]]",1.0,,,0.0,,,,,,
3718,Dreamer47496861414,2018-11-01,PreCovid,3,5.0,"[[time, actual, 2], [time, first, 2], [time, next, 2]]",,,,,,,3.0,0.08333333333333333,,
3719,Heshan A,2018-11-01,PreCovid,3,5.0,"[[pool, enough, 4]]",,,,,,,,,1.0,0.0
3720,Mr_Gaerlan,2017-12-01,PreCovid,3,4.0,"[[book, live, 2], [room, hous, 0], [space, enough, 0], [room, new, 0], [hotel, big, 1], [staff, 'even six', 1], [staff, front, 1], [day, basic, 2], [place, ideal, 1], [day, next, 2]]",4.0,3.0,,0.225,0.04545454545454545,,3.0,0.04545454545454545,,
3721,Traveler44760104962,2018-11-01,PreCovid,3,5.0,"[[staff, nice, 1]]",1.0,,,0.6,,,,,,
3722,Shinya Harada,2018-11-01,PreCovid,3,3.0,"[[room, new, 0], [room, clean, 0], [room, good, 0], [pool, swim, 4]]",,3.0,,,0.40101010101010104,,,,1.0,0.0
3723,Nithan M G,2018-10-01,PreCovid,3,2.0,"[[room, small, 0], [call, high, 3], [hotel, much, 1], [food, great, 1], [food, 'also great', 1], [food, great, 1]]",4.0,1.0,1.0,0.65,-0.25,0.16,,,,
3724,Anurag,2018-10-01,PreCovid,3,5.0,"[[place, great, 1], [room, great, 0]]",1.0,1.0,,0.8,0.8,,,,,
3725,436dimitrag,2018-11-01,PreCovid,3,4.0,"[[room, small, 0]]",,1.0,,,-0.25,,,,,
3726,Merchant S,2018-11-01,PreCovid,3,5.0,"[[room, nice, 0]]",,1.0,,,0.6,,,,,
3727,Road34033474286,2018-11-01,PreCovid,3,4.0,[],,,,,,,,,,
3728,Paradise08748048484,2018-11-01,PreCovid,3,5.0,"[[time, first, 2], [time, next, 2]]",,,,,,,2.0,0.125,,
3729,Miriam R,2018-11-01,PreCovid,3,5.0,"[[room, good, 0], [room, honest, 0], [room, good, 0]]",,3.0,,,0.6666666666666666,,,,,
3730,Aisyah_Bslmh,2018-11-01,PreCovid,3,4.0,"[[hotel, clean, 1], [hotel, 'quiet clean', 1], [hotel, 'even bedroom', 1], [hotel, great, 1], [hotel, next, 1], [hotel, good, 1]]",6.0,,,0.3416666666666666,,,,,,
3731,Hamza Qureshi,2018-11-01,PreCovid,3,4.0,"[[hotel, small, 1], [staff, nice, 1], [staff, good, 1], [staff, servic, 1], [staff, wise, 1], [stay, small, 1], [hotel, singapor, 1]]",7.0,,,0.21428571428571425,,,,,,
3732,Coastal10024883736,2018-11-01,PreCovid,3,5.0,"[[hotel, good, 1], [help, great, 1], [help, servic, 1]]",3.0,,,0.5,,,,,,
3733,Akhil p,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3734,Jdubz,2018-11-01,PreCovid,3,4.0,"[[hotel, good, 1], [room, singapor, 0], [clean, singapor, 1], [clean, unfortun, 1], [walk, short, 4]]",3.0,1.0,,0.4777777777777778,0.0,,,,1.0,0.0
3735,FannZX,2018-11-01,PreCovid,3,5.0,"[[check, late, 2]]",,,,,,,1.0,-0.3,,
3736,TripScrutineer,2018-10-01,PreCovid,3,4.0,"[[hotel, nice, 1], [time, local, 2], [check, late, 2], [check, late, 2]]",1.0,,,0.6,,,3.0,-0.19999999999999998,,
3737,Arvind,2018-11-01,PreCovid,3,5.0,"[[room, small, 0], [food, bad, 1], [food, indian, 1]]",2.0,1.0,,-0.3499999999999999,-0.25,,,,,
3738,Discover26043190727,2018-11-01,PreCovid,3,5.0,"[[time, nice, 2]]",,,,,,,1.0,0.6,,
3739,Venture29631063116,2018-11-01,PreCovid,3,5.0,"[[room, nice, 0], [room, nice, 0], [time, next, 2]]",,2.0,,,0.6,,1.0,0.0,,
3740,Trek56113521678,2018-11-01,PreCovid,3,5.0,"[[size, good, 0], [floor, high, 0]]",,2.0,,,0.43,,,,,
3741,Adventure56229925054,2018-11-01,PreCovid,3,5.0,"[[room, nice, 0], [hotel, thank, 1]]",1.0,1.0,,0.0,0.6,,,,,
3742,Johannes H,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3743,rizal g,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3744,Jet03668028156,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3745,Jet783309,2018-11-01,PreCovid,3,5.0,"[[staff, recept, 1]]",1.0,,,0.0,,,,,,
3746,Cruiser66780895891,2018-11-01,PreCovid,3,5.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
3747,Pham V,2018-07-01,PreCovid,3,4.0,"[[hotel, nice, 1], [hotel, experi, 1], [hotel, good, 1], [time, first, 2], [comfort, clean, 1], [room, much, 0]]",4.0,1.0,,0.41666666666666663,0.2,,1.0,0.25,,
3748,Explore61325017927,2018-11-01,PreCovid,3,5.0,"[[size, solo, 0], [help, servic, 1], [help, good, 1], [hotel, wise, 1], [pool, choic, 4], [pool, swim, 4], [breakfast, pleasant, 4], [room, better, 0], [floor, high, 0]]",3.0,3.0,,0.4666666666666666,0.22,,,,3.0,0.24444444444444444
3749,Muhammad Muhaimin,2018-11-01,PreCovid,3,5.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
3750,Tourist29450283929,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3751,Balaraman T,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3752,Scenic59972204364,2018-11-01,PreCovid,3,5.0,"[[staff, nice, 1], [bathroom, small, 0]]",1.0,1.0,,0.6,-0.25,,,,,
3753,CaptNoble,2018-04-01,PreCovid,3,4.0,"[[hotel, good, 1], [hotel, servic, 1], [hotel, overal, 1]]",3.0,,,0.2333333333333333,,,,,,
3754,Paradise58875313431,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3755,Quest19815638515,2018-11-01,PreCovid,3,5.0,"[[friendli, nice, 1]]",1.0,,,0.6,,,,,,
3756,Cruiser37664215485,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3757,Peter C,2018-11-01,PreCovid,3,5.0,"[[room, alloc, 0], [room, good, 0]]",,2.0,,,0.35,,,,,
3758,Road05107571773,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
3759,Sudipto banjree,2018-10-01,PreCovid,3,5.0,"[[time, next, 2]]",,,,,,,1.0,0.0,,
3760,Flyer33260224639,2018-10-01,PreCovid,3,5.0,"[[room, next, 0], [hotel, clean, 1]]",1.0,1.0,,0.3666666666666667,0.0,,,,,
3761,Safari37095613856,2018-10-01,PreCovid,3,5.0,"[[staff, front, 1]]",1.0,,,0.0,,,,,,
3762,Sightseer05285493732,2018-10-01,PreCovid,3,5.0,"[[place, nice, 1]]",1.0,,,0.6,,,,,,
3763,deepak p,2018-10-01,PreCovid,3,4.0,"[[place, good, 1]]",1.0,,,0.7,,,,,,
3764,Companion02900560690,2018-10-01,PreCovid,3,5.0,"[[room, singapor, 0], [friendli, nice, 1]]",1.0,1.0,,0.6,0.0,,,,,
3765,Dreamer36494085880,2018-10-01,PreCovid,3,5.0,"[[check, luggag, 2]]",,,,,,,1.0,0.0,,
3766,Shivam M,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3767,Passenger31874663922,2018-10-01,PreCovid,3,5.0,"[[floor, higher, 0]]",,1.0,,,0.25,,,,,
3768,ian p,2018-10-01,PreCovid,3,4.0,"[[hotel, good, 1], [room, clean, 0], [water, hot, 0], [bathroom, clean, 0], [pool, big, 4], [breakfast, good, 4], [hotel, big, 1], [hotel, good, 1]]",3.0,3.0,,0.4666666666666666,0.3277777777777778,,,,2.0,0.35
3769,DayTrip46988316377,2018-10-01,PreCovid,3,5.0,"[[thank, small, 3], [stay, good, 1]]",1.0,,1.0,0.7,,-0.25,,,,
3770,Tarta A,2018-10-01,PreCovid,3,4.0,"[[floor, top, 0]]",,1.0,,,0.5,,,,,
3771,Anoop G,2018-10-01,PreCovid,3,5.0,"[[room, clean, 0], [room, clean, 0]]",,2.0,,,0.3666666666666667,,,,,
3772,Freedom61963742807,2018-10-01,PreCovid,3,5.0,"[[staff, celebr, 1]]",1.0,,,0.0,,,,,,
3773,Cruiser50744356802,2018-10-01,PreCovid,3,5.0,"[[friendli, good, 1], [friendli, servic, 1], [friendli, good, 1], [place, servic, 1], [place, nice, 1], [check, free, 2]]",5.0,,,0.4,,,1.0,0.4,,
3774,Debarghya G,2018-10-01,PreCovid,3,5.0,"[[food, good, 1], [night, late, 4]]",1.0,,,0.7,,,,,1.0,-0.3
3775,Happiness09688972101,2018-10-01,PreCovid,3,1.0,"[[room, small, 0]]",,1.0,,,-0.25,,,,,
3776,Sergio T,2018-10-01,PreCovid,3,5.0,"[[servic, special, 1]]",1.0,,,0.35714285714285715,,,,,,
3777,Subburaja A,2018-10-01,PreCovid,3,5.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
3778,MelidaWeber,2018-10-01,PreCovid,3,4.0,"[[room, great, 0]]",,1.0,,,0.8,,,,,
3779,Tourist828261,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3780,NorthStar827259,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3781,radabaskaran77962018,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3782,Yorgos G,2018-10-01,PreCovid,3,5.0,"[[staff, servic, 1]]",1.0,,,0.0,,,,,,
3783,Stay827257,2018-10-01,PreCovid,3,5.0,"[[check, late, 2]]",,,,,,,1.0,-0.3,,
3784,Piyush Prabhakar,2018-10-01,PreCovid,3,3.0,"[[day, fast, 2], [check, earli, 2], [flight, long, 3], [room, fresh, 0], [room, small, 0], [room, basic, 0], [time, singapor, 2]]",,3.0,1.0,,0.016666666666666663,-0.05,3.0,0.06666666666666667,,
3785,Pohliang63,2018-08-01,PreCovid,3,5.0,[],,,,,,,,,,
3786,Helen K,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3787,abhitak2007,2018-10-01,PreCovid,3,4.0,"[[room, good, 0], [night, good, 4], [night, good, 4]]",,1.0,,,0.7,,,,2.0,0.7
3788,FellowTraveler826997,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3789,Coastal826983,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3790,OnAir826919,2018-10-01,PreCovid,3,5.0,"[[room, good, 0], [room, servic, 0]]",,2.0,,,0.35,,,,,
3791,Ngoc N,2017-11-01,PreCovid,3,4.0,"[[room, small, 0]]",,1.0,,,-0.25,,,,,
3792,Ambassador826972,2018-10-01,PreCovid,3,4.0,"[[room, clean, 0], [time, last, 2]]",,1.0,,,0.3666666666666667,,1.0,0.0,,
3793,Debra630,2018-10-01,PreCovid,3,2.0,"[[day, last, 2], [room, interior, 0], [room, small, 0]]",,2.0,,,-0.125,,1.0,0.0,,
3794,PAWAN BHATTER,2018-10-01,PreCovid,3,2.0,"[[room, small, 0], [room, nice, 0], [bed, small, 0], [hotel, small, 1], [hotel, nice, 1]]",2.0,3.0,,0.175,0.033333333333333326,,,,,
3795,Trek827040,2018-10-01,PreCovid,3,5.0,"[[room, late, 0], [check, late, 2], [time, long, 2]]",,1.0,,,-0.3,,2.0,-0.175,,
3796,Adventurer827380,2018-10-01,PreCovid,3,5.0,"[[room, nice, 0], [servic, nice, 1]]",1.0,1.0,,0.6,0.6,,,,,
3797,550amiig,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3798,ricsalsup,2018-10-01,PreCovid,3,5.0,"[[staff, best, 1], [pool, swim, 4], [breakfast, best, 4]]",1.0,,,1.0,,,,,2.0,0.5
3799,Travel832891,2018-10-01,PreCovid,3,5.0,"[[room, better, 0]]",,1.0,,,0.5,,,,,
3800,Explorer830566,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3801,Climber829521,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3802,Expedition829370,2018-10-01,PreCovid,3,5.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
3803,FrequentFlier829408,2018-10-01,PreCovid,3,5.0,"[[day, big, 2], [room, good, 0], [floor, top, 0]]",,2.0,,,0.6,,1.0,0.0,,
3804,Karthikeshwar S,2018-10-01,PreCovid,3,4.0,"[[place, good, 1]]",1.0,,,0.7,,,,,,
3805,zamasyaribawean,2018-10-01,PreCovid,3,5.0,"[[room, espcial, 0], [room, good, 0], [room, clean, 0], [hotel, nice, 1], [hotel, eateri, 1], [room, 'also wifi', 0], [area, strong, 4]]",2.0,4.0,,0.3,0.26666666666666666,,,,1.0,0.4333333333333333
3806,jakartaray370,2018-10-01,PreCovid,3,5.0,"[[room, big, 0]]",,1.0,,,0.0,,,,,
3807,Flyer826739,2018-10-01,PreCovid,3,5.0,"[[check, smooth, 2], [time, first, 2]]",,,,,,,2.0,0.325,,
3808,OnAir828873,2018-10-01,PreCovid,3,5.0,"[[hotel, servic, 1]]",1.0,,,0.0,,,,,,
3809,BoardingPass829943,2018-10-01,PreCovid,3,5.0,"[[help, good, 1], [singapor, nice, 1], [singapor, 'everyth nice', 1]]",3.0,,,0.6333333333333333,,,,,,
3810,Arijit Banerjee,2018-10-01,PreCovid,3,4.0,[],,,,,,,,,,
3811,naveengupta2018,2018-10-01,PreCovid,3,5.0,"[[hotel, memori, 1], [staff, nice, 1], [staff, nice, 1]]",3.0,,,0.39999999999999997,,,,,,
3812,Travel832234,2018-10-01,PreCovid,3,4.0,"[[staff, good, 1]]",1.0,,,0.7,,,,,,
3813,Experience782049,2018-10-01,PreCovid,3,5.0,"[[room, pleasant, 0], [room, small, 0], [hotel, servic, 1], [hotel, good, 1], [hotel, great, 1]]",3.0,2.0,,0.5,0.24166666666666664,,,,,
3814,Hikiloto L,2018-10-01,PreCovid,3,5.0,"[[room, twin, 0], [space, enough, 0]]",,2.0,,,0.0,,,,,
3815,820firmanh,2018-10-01,PreCovid,3,4.0,"[[room, superior, 0], [room, great, 0], [room, clean, 0], [room, good, 0]]",,4.0,,,0.6416666666666666,,,,,
3816,REX L,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3817,Passport829785,2018-10-01,PreCovid,3,4.0,[],,,,,,,,,,
3818,alhaqsiraj,2018-10-01,PreCovid,3,5.0,"[[room, singapor, 0], [staff, famili, 1], [singapor, memori, 1]]",2.0,1.0,,0.0,0.0,,,,,
3819,NITISH M,2018-10-01,PreCovid,3,5.0,"[[room, indian, 0]]",,1.0,,,0.0,,,,,
3820,OnAir346858,2018-10-01,PreCovid,3,5.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
3821,Wanwisa H,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3822,Happiness829871,2018-10-01,PreCovid,3,5.0,"[[staff, good, 1], [staff, servic, 1], [room, great, 0]]",2.0,1.0,,0.35,0.8,,,,,
3823,Footprints829824,2018-10-01,PreCovid,3,5.0,"[[time, first, 2]]",,,,,,,1.0,0.25,,
3824,Passport829580,2018-10-01,PreCovid,3,5.0,"[[hotel, morn, 1]]",1.0,,,0.0,,,,,,
3825,amgmw,2018-10-01,PreCovid,3,5.0,"[[room, great, 0], [shower, good, 0]]",,2.0,,,0.75,,,,,
3826,ribot001,2018-10-01,PreCovid,3,5.0,"[[room, good, 0], [room, nice, 0], [pool, nice, 4]]",,2.0,,,0.6499999999999999,,,,1.0,0.6
3827,Bhavitha S,2018-10-01,PreCovid,3,4.0,"[[hotel, neat, 1], [place, best, 1], [staff, good, 1], [floor, high, 0], [floor, 'much high', 0], [floor, higher, 0], [room, compact, 0], [room, bigger, 0]]",3.0,5.0,,0.5666666666666667,0.11400000000000002,,,,,
3828,vaidehijoshiar30,2018-10-01,PreCovid,3,5.0,"[[room, nice, 0], [friendli, good, 1], [staff, clean, 1], [staff, 'least clean', 1]]",3.0,1.0,,0.3666666666666667,0.6,,,,,
3829,hanumesh a,2018-10-01,PreCovid,3,5.0,"[[hotel, good, 1], [place, nice, 1], [space, small, 0]]",2.0,1.0,,0.6499999999999999,-0.25,,,,,
3830,Kukul A,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3831,Passport829485,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3832,Pairin P,2018-10-01,PreCovid,3,4.0,"[[staff, good, 1], [staff, servic, 1], [bed, singl, 0]]",2.0,1.0,,0.35,0.0,,,,,
3833,Rimamir,2018-10-01,PreCovid,3,3.0,"[[room, small, 0], [room, much, 0], [check, good, 2], [night, free, 4]]",,2.0,,,-0.024999999999999994,,1.0,0.7,1.0,0.4
3834,Scenic828167,2018-10-01,PreCovid,3,4.0,"[[room, nice, 0], [room, countri, 0]]",,2.0,,,0.3,,,,,
3835,Jay43,2018-10-01,PreCovid,3,5.0,"[[pool, nice, 4]]",,,,,,,,,1.0,0.6
3836,Experience828177,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3837,Jeeth S,2018-10-01,PreCovid,3,5.0,"[[time, great, 2], [check, free, 2], [staff, much, 1], [room, kid, 0], [bed, extra, 0], [time, overal, 2], [time, great, 2], [time, next, 2]]",1.0,2.0,,0.2,0.0,,5.0,0.4,,
3838,Anthony M,2018-10-01,PreCovid,3,4.0,"[[place, great, 1], [place, servic, 1], [place, great, 1], [size, standard, 0], [size, singl, 0], [room, actual, 0], [help, overal, 1], [hotel, great, 1]]",5.0,3.0,,0.4800000000000001,0.0,,,,,
3839,Caroline C,2018-10-01,PreCovid,3,1.0,"[[room, abrupt, 0]]",,1.0,,,-0.125,,,,,
3840,StevenHasyim,2018-10-01,PreCovid,3,5.0,"[[size, indonesian, 0], [room, singapor, 0], [room, nice, 0]]",,3.0,,,0.19999999999999998,,,,,
3841,861545886,2018-10-01,PreCovid,3,5.0,"[[room, good, 0], [room, clean, 0], [room, cleaner, 0]]",,3.0,,,0.35555555555555557,,,,,
3842,Flyer828376,2018-10-01,PreCovid,3,5.0,"[[place, great, 1], [stay, great, 1], [place, isnat, 1]]",3.0,,,0.5333333333333333,,,,,,
3843,Seaside829282,2018-10-01,PreCovid,3,5.0,"[[room, overal, 0], [room, servic, 0], [room, good, 0]]",,3.0,,,0.2333333333333333,,,,,
3844,Wylie210,2018-10-01,PreCovid,3,3.0,"[[help, nice, 1], [room, standard, 0], [room, next, 0], [room, biggest, 0], [floor, fourth, 0], [night, local, 4], [night, laundri, 4], [room, small, 0], [room, new, 0], [floor, elev, 0], [room, spare, 0]]",1.0,8.0,,0.6,-0.014204545454545456,,,,2.0,0.0
3845,Extraordinary827976,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3846,ayantikarheasarkar,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3847,F_Jasmin,2018-09-01,PreCovid,3,4.0,"[[space, clean, 0], [time, small, 2], [time, ok, 2], [floor, first, 0], [night, open, 4], [night, 'also open', 4], [hotel, next, 1]]",1.0,2.0,,0.0,0.30833333333333335,,2.0,0.125,2.0,0.0
3848,Pulagam C,2018-10-01,PreCovid,3,5.0,"[[room, good, 0], [room, clean, 0], [room, nice, 0], [friendli, good, 1]]",1.0,3.0,,0.7,0.5555555555555555,,,,,
3849,752849882,2018-10-01,PreCovid,3,5.0,"[[pool, small, 4], [pool, swim, 4], [place, great, 1]]",1.0,,,0.8,,,,,2.0,-0.125
3850,13922123444,2018-10-01,PreCovid,3,5.0,"[[stay, nice, 1], [floor, higher, 0]]",1.0,1.0,,0.6,0.25,,,,,
3851,jellyfishlwl,2018-10-01,PreCovid,3,5.0,"[[room, good, 0], [stay, great, 1]]",1.0,1.0,,0.8,0.7,,,,,
3852,lg569246722,2018-10-01,PreCovid,3,5.0,"[[stay, good, 1]]",1.0,,,0.7,,,,,,
3853,Navigate827821,2018-10-01,PreCovid,3,5.0,"[[staff, good, 1], [staff, good, 1], [room, clean, 0], [place, nice, 1], [time, next, 2]]",3.0,1.0,,0.6666666666666666,0.3666666666666667,,1.0,0.0,,
3854,Sightsee827732,2018-10-01,PreCovid,3,5.0,"[[room, good, 0], [room, basic, 0], [room, voucher, 0]]",,3.0,,,0.2333333333333333,,,,,
3855,Adventurer828243,2018-10-01,PreCovid,3,4.0,"[[hotel, tiong, 1]]",1.0,,,0.0,,,,,,
3856,Adventurer828235,2018-10-01,PreCovid,3,5.0,"[[floor, higher, 0], [room, nice, 0], [room, clean, 0]]",,3.0,,,0.4055555555555556,,,,,
3857,Wanderer828961,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3858,Leilas31,2018-10-01,PreCovid,3,4.0,"[[hotel, singapor, 1], [hotel, great, 1], [room, asian, 0], [room, adventur, 0], [pool, swim, 4], [hotel, local, 1]]",3.0,2.0,,0.26666666666666666,0.0,,,,1.0,0.0
3859,Pioneer827824,2018-10-01,PreCovid,3,5.0,"[[room, big, 0]]",,1.0,,,0.0,,,,,
3860,aj983655,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3861,Mobile827779,2018-10-01,PreCovid,3,5.0,"[[staff, nice, 1]]",1.0,,,0.6,,,,,,
3862,Experience827779,2018-10-01,PreCovid,3,5.0,"[[stay, famili, 1], [stay, singapor, 1], [stay, countri, 1]]",3.0,,,0.0,,,,,,
3863,GrandTour827898,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3864,Stay827705,2018-10-01,PreCovid,3,5.0,"[[room, big, 0], [bathroom, small, 0], [breakfast, good, 4], [staff, indian, 1]]",1.0,2.0,,0.0,-0.125,,,,1.0,0.7
3865,K Shashank,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3866,Cruiser828041,2018-10-01,PreCovid,3,4.0,"[[room, indian, 0], [room, choic, 0], [hotel, good, 1], [staff, front, 1]]",2.0,2.0,,0.35,0.0,,,,,
3867,raissacastor,2018-10-01,PreCovid,3,4.0,"[[place, good, 1], [room, cleaner, 0], [night, late, 4], [room, clean, 0]]",1.0,2.0,,0.7,0.18333333333333335,,,,1.0,-0.3
3868,TrailBlazer828629,2018-10-01,PreCovid,3,4.0,"[[room, indian, 0], [room, cleaner, 0], [room, clean, 0]]",,3.0,,,0.12222222222222223,,,,,
3869,Voyager828502,2018-10-01,PreCovid,3,4.0,"[[breakfast, small, 4], [room, clean, 0]]",,1.0,,,0.3666666666666667,,,,1.0,-0.25
3870,Pragna H,2018-10-01,PreCovid,3,5.0,"[[water, hot, 0], [water, cold, 0], [help, nice, 1]]",1.0,2.0,,0.6,-0.175,,,,,
3871,Destination827624,2018-10-01,PreCovid,3,5.0,"[[breakfast, small, 4], [breakfast, clean, 4]]",,,,,,,,,2.0,0.05833333333333335
3872,Quest578715,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3873,Krishna Kumar S,2018-10-01,PreCovid,3,5.0,"[[servic, good, 1], [check, earli, 2]]",1.0,,,0.7,,,1.0,0.0,,
3874,Devendra K,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3875,Roving827461,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3876,William Tanuwijaya,2018-10-01,PreCovid,3,5.0,"[[servic, foodcourt, 1], [servic, quick, 1], [time, quick, 2], [room, superb, 0], [room, servic, 0], [room, good, 0]]",2.0,3.0,,0.16666666666666666,0.5666666666666667,,1.0,0.3333333333333333,,
3877,kishorks5560,2018-10-01,PreCovid,3,5.0,"[[day, nice, 2]]",,,,,,,1.0,0.6,,
3878,brsharma,2018-10-01,PreCovid,3,5.0,"[[comfort, memori, 1], [stay, nice, 1], [stay, good, 1], [floor, higher, 0]]",3.0,1.0,,0.4333333333333333,0.25,,,,,
3879,Happiness827680,2018-10-01,PreCovid,3,5.0,"[[room, clean, 0], [staff, small, 1], [room, clean, 0]]",1.0,2.0,,-0.25,0.3666666666666667,,,,,
3880,rolandbarcelona21,2018-10-01,PreCovid,3,5.0,"[[time, long, 2]]",,,,,,,1.0,-0.05,,
3881,raman2111980,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3882,GlobeTrotting827484,2018-10-01,PreCovid,3,5.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
3883,jasbir056js,2018-10-01,PreCovid,3,5.0,"[[room, good, 0]]",,1.0,,,0.7,,,,,
3884,sarbjeetsokhi,2018-10-01,PreCovid,3,5.0,"[[breakfast, small, 4]]",,,,,,,,,1.0,-0.25
3885,Escape827921,2018-10-01,PreCovid,3,5.0,"[[time, clean, 2]]",,,,,,,1.0,0.3666666666666667,,
3886,khempathak,2018-10-01,PreCovid,3,5.0,"[[breakfast, good, 4]]",,,,,,,,,1.0,0.7
3887,arunkurse,2018-10-01,PreCovid,3,5.0,"[[time, servic, 2]]",,,,,,,1.0,0.0,,
3888,Inspire827449,2018-10-01,PreCovid,3,5.0,"[[door, indian, 0]]",,1.0,,,0.0,,,,,
3889,Footprints827669,2018-10-01,PreCovid,3,5.0,"[[check, good, 2], [check, good, 2]]",,,,,,,2.0,0.7,,
3890,陳 振,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
3891,althafssa,2018-10-01,PreCovid,3,5.0,"[[room, servic, 0], [need, good, 3], [pool, swim, 4]]",,1.0,1.0,,0.0,0.7,,,1.0,0.0
3892,Sureshkumar3003,2018-10-01,PreCovid,3,5.0,"[[hotel, great, 1], [room, extra, 0], [room, servic, 0], [room, clean, 0]]",1.0,3.0,,0.8,0.12222222222222223,,,,,
