,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating,valid_rating,label,cleaned_review,combined_review,date,covid,year,stem_review,lem_review
2168,T J,An oasis in the heart of town,"This hotel is in an enclave within the city.  The building has colonial style charm (not a tower block) and the building and rooms have been recently refurbished. The management and staff are first class, nothing seems to be too much trouble and they make you feel good.     I have stayed there on several occasions and always enjoy it.  Location is good, right near the heart of Bugis with great shopping, restaurants and bars nearby if you choose to eat out.",,Singapore,2.0,1.0,4.0,True,Positive,oasis heart town hotel enclave within city building colonial style charm tower block building rooms recently refurbished management staff first class nothing seems much trouble make feel good stayed several occasions always enjoy location good right near heart bugis great shopping restaurants bars nearby choose eat,"An oasis in the heart of town This hotel is in an enclave within the city.  The building has colonial style charm (not a tower block) and the building and rooms have been recently refurbished. The management and staff are first class, nothing seems to be too much trouble and they make you feel good.     I have stayed there on several occasions and always enjoy it.  Location is good, right near the heart of Bugis with great shopping, restaurants and bars nearby if you choose to eat out.",2015-06-01,PreCovid,2015,oasi heart town hotel enclav within citi build coloni style charm tower block build room recent refurbish manag staff first class noth seem much troubl make feel good stay sever occas alway enjoy locat good right near heart bugi great shop restaur bar nearbi choos eat,oasis heart town hotel enclave within city building colonial style charm tower block building room recently refurbish management staff first class nothing seem much trouble make feel good stay several occasion always enjoy location good right near heart bugi great shopping restaurant bar nearby choose eat
2169,JanelyMontejo,Best Customer Service... :),"We used this hotel Last June 11 for our Solemnization. The staffs are very engaging and accomodating. With the package we signed on, they provided us a very nice room , we really appreciate the suprise they prepared for us. We loved the service , special thanks to the following staffs who made the ceremony and our stay a great one , Mira,Khai, johan and Jamal. And to Mr. Howard for helping us even with the small details. We will surely be back and tell our friends about the excellent customer service we recieved from you ,Guys. Thank you.",,,1.0,,5.0,True,Positive,best customer service used hotel last june solemnization staffs engaging accomodating package signed provided us nice room really appreciate suprise prepared us loved service special thanks following staffs made ceremony stay great one mira khai johan jamal mr howard helping us even small details surely back tell friends excellent customer service recieved guys thank,"Best Customer Service... :) We used this hotel Last June 11 for our Solemnization. The staffs are very engaging and accomodating. With the package we signed on, they provided us a very nice room , we really appreciate the suprise they prepared for us. We loved the service , special thanks to the following staffs who made the ceremony and our stay a great one , Mira,Khai, johan and Jamal. And to Mr. Howard for helping us even with the small details. We will surely be back and tell our friends about the excellent customer service we recieved from you ,Guys. Thank you.",2015-06-01,PreCovid,2015,best custom servic use hotel last june solemn staff engag accomod packag sign provid us nice room realli appreci supris prepar us love servic special thank follow staff made ceremoni stay great one mira khai johan jamal mr howard help us even small detail sure back tell friend excel custom servic reciev guy thank,good customer service use hotel last june solemnization staff engage accomodate package sign provide we nice room really appreciate suprise prepare we love service special thank follow staff make ceremony stay great one mira khai johan jamal mr howard help we even small detail surely back tell friend excellent customer service recieve guy thank
2170,Lester M,Overwhelmed!!!!,"We had our ROM wedding celebration in this hotel. Overwhelmed by their hospitable and friendly staffs and everything about the whole event and our whole stay in this hotel. We highly Recommend this hotel to everyone who want to have a trip here in Singapore.   Special mention to these hospitable, kind and so generous staff namely Mira,Khai, johan and jamal (the guitar man). And specially to the very nice and friendly person leading them, Mr. Howard.   Aside from this, this hotel is just located near to all the spots in Singapore and shopping places. And the aura in this place is just like an old era where you can still see some heritage buildings including the hotel itself.  Wanna thank a lot from me and my lovely wife for a very nice event and stay. Looking forward to stay",,,22.0,,5.0,True,Positive,overwhelmed rom wedding celebration hotel overwhelmed hospitable friendly staffs everything whole event whole stay hotel highly recommend hotel everyone want trip singapore special mention hospitable kind generous staff namely mira khai johan jamal guitar man specially nice friendly person leading mr howard aside hotel located near spots singapore shopping places aura place like old era still see heritage buildings including hotel wanna thank lot lovely wife nice event stay looking forward stay,"Overwhelmed!!!! We had our ROM wedding celebration in this hotel. Overwhelmed by their hospitable and friendly staffs and everything about the whole event and our whole stay in this hotel. We highly Recommend this hotel to everyone who want to have a trip here in Singapore.   Special mention to these hospitable, kind and so generous staff namely Mira,Khai, johan and jamal (the guitar man). And specially to the very nice and friendly person leading them, Mr. Howard.   Aside from this, this hotel is just located near to all the spots in Singapore and shopping places. And the aura in this place is just like an old era where you can still see some heritage buildings including the hotel itself.  Wanna thank a lot from me and my lovely wife for a very nice event and stay. Looking forward to stay",2015-06-01,PreCovid,2015,overwhelm rom wed celebr hotel overwhelm hospit friendli staff everyth whole event whole stay hotel highli recommend hotel everyon want trip singapor special mention hospit kind gener staff name mira khai johan jamal guitar man special nice friendli person lead mr howard asid hotel locat near spot singapor shop place aura place like old era still see heritag build includ hotel wanna thank lot love wife nice event stay look forward stay,overwhelmed rom wedding celebration hotel overwhelm hospitable friendly staff everything whole event whole stay hotel highly recommend hotel everyone want trip singapore special mention hospitable kind generous staff namely mira khai johan jamal guitar man specially nice friendly person lead mr howard aside hotel locate near spot singapore shopping place aura place like old era still see heritage building include hotel wanna thank lot lovely wife nice event stay look forward stay
2173,Rufina G,Great place with good staff and great location.,"When you walk towards this hotel you get a feel of Europe ... small cobblestone street with boutique shops and restaurants on both sides ,  there is tiny clock tower and sit outs with shades . The reception area is nice and staff very attentive ... I had a check in at 2 Pm ... but as my flight was early i landed at hotel by 9:00 am, but the hotel staff was very kind and offered us the room by 10:00 am and that too without any extra charge.  I would suggest for premier rooms , We took the premier double room , they are spacious , airy and located on the ground floor .Also premier rooms have exclusive access to health club & Jacuzzi. The Jacuzzi is awesome with cold and hot water tubs.     The breakfast buffet spread is also good , with large spread of veg and non veg dishes .",,"Mumbai, India",22.0,12.0,5.0,True,Positive,great place good staff great location walk towards hotel get feel europe small cobblestone street boutique shops restaurants sides tiny clock tower sit outs shades reception area nice staff attentive check pm flight early landed hotel hotel staff kind offered us room without extra charge would suggest premier rooms took premier double room spacious airy located ground floor also premier rooms exclusive access health club jacuzzi jacuzzi awesome cold hot water tubs breakfast buffet spread also good large spread veg non veg dishes,"Great place with good staff and great location. When you walk towards this hotel you get a feel of Europe ... small cobblestone street with boutique shops and restaurants on both sides ,  there is tiny clock tower and sit outs with shades . The reception area is nice and staff very attentive ... I had a check in at 2 Pm ... but as my flight was early i landed at hotel by 9:00 am, but the hotel staff was very kind and offered us the room by 10:00 am and that too without any extra charge.  I would suggest for premier rooms , We took the premier double room , they are spacious , airy and located on the ground floor .Also premier rooms have exclusive access to health club & Jacuzzi. The Jacuzzi is awesome with cold and hot water tubs.     The breakfast buffet spread is also good , with large spread of veg and non veg dishes .",2015-05-01,PreCovid,2015,great place good staff great locat walk toward hotel get feel europ small cobbleston street boutiqu shop restaur side tini clock tower sit out shade recept area nice staff attent check pm flight earli land hotel hotel staff kind offer us room without extra charg would suggest premier room took premier doubl room spaciou airi locat ground floor also premier room exclus access health club jacuzzi jacuzzi awesom cold hot water tub breakfast buffet spread also good larg spread veg non veg dish,great place good staff great location walk towards hotel get feel europe small cobblestone street boutique shop restaurant side tiny clock tower sit out shade reception area nice staff attentive check pm flight early land hotel hotel staff kind offer we room without extra charge would suggest premier room take premier double room spacious airy locate ground floor also premier room exclusive access health club jacuzzi jacuzzi awesome cold hot water tub breakfast buffet spread also good large spread veg non veg dish
2174,Lapun,Something different in Singapore,"What a relief to find a two story hotel in the middle of Singapore. Set in colonial dated shops in a cobblestone street this hotel takes you back in history yet with all modern conveniences. The check-in process was efficient and a lovely lady in the bar looked after us with a drink and nibbles. Our large sized room was across the road, the corridor was lined with flowers and greenery with an ornamental stream flowing through it. The wifi was fast and strong. Breakfast was available in an intimate setting in our hotel wing or in the larger restaurant across the street. Both were lovely.",,"Brisbane, Australia",74.0,59.0,5.0,True,Positive,something different singapore relief find two story hotel middle singapore set colonial dated shops cobblestone street hotel takes back history yet modern conveniences check process efficient lovely lady bar looked us drink nibbles large sized room across road corridor lined flowers greenery ornamental stream flowing wifi fast strong breakfast available intimate setting hotel wing larger restaurant across street lovely,"Something different in Singapore What a relief to find a two story hotel in the middle of Singapore. Set in colonial dated shops in a cobblestone street this hotel takes you back in history yet with all modern conveniences. The check-in process was efficient and a lovely lady in the bar looked after us with a drink and nibbles. Our large sized room was across the road, the corridor was lined with flowers and greenery with an ornamental stream flowing through it. The wifi was fast and strong. Breakfast was available in an intimate setting in our hotel wing or in the larger restaurant across the street. Both were lovely.",2015-05-01,PreCovid,2015,someth differ singapor relief find two stori hotel middl singapor set coloni date shop cobbleston street hotel take back histori yet modern conveni check process effici love ladi bar look us drink nibbl larg size room across road corridor line flower greeneri ornament stream flow wifi fast strong breakfast avail intim set hotel wing larger restaur across street love,something different singapore relief find two story hotel middle singapore set colonial date shop cobblestone street hotel take back history yet modern convenience check process efficient lovely lady bar look we drink nibble large sized room across road corridor line flower greenery ornamental stream flow wifi fast strong breakfast available intimate set hotel wing large restaurant across street lovely
2175,waniesmy,Love the vintage feel from the small clock tower roundabout on the cobblestones street.,"Cosy, comfortable and nice hotel. As you walk into the hotel, you can feel the air is fresh and clean. The surrounding is convenient with nearby shops and restaurants. It feels safe even when you walk to the nearby 7eleven in the middle of night for some late night craving. I love the vintage feel from the small clock tower roundabout on the cobblestones street.",,"Kuala Lumpur, Wilayah Persekutuan, Malaysia",2.0,,4.0,True,Positive,love vintage feel small clock tower roundabout cobblestones street cosy comfortable nice hotel walk hotel feel air fresh clean surrounding convenient nearby shops restaurants feels safe even walk nearby eleven middle night late night craving love vintage feel small clock tower roundabout cobblestones street,"Love the vintage feel from the small clock tower roundabout on the cobblestones street. Cosy, comfortable and nice hotel. As you walk into the hotel, you can feel the air is fresh and clean. The surrounding is convenient with nearby shops and restaurants. It feels safe even when you walk to the nearby 7eleven in the middle of night for some late night craving. I love the vintage feel from the small clock tower roundabout on the cobblestones street.",2015-05-01,PreCovid,2015,love vintag feel small clock tower roundabout cobbleston street cosi comfort nice hotel walk hotel feel air fresh clean surround conveni nearbi shop restaur feel safe even walk nearbi eleven middl night late night crave love vintag feel small clock tower roundabout cobbleston street,love vintage feel small clock tower roundabout cobblestones street cosy comfortable nice hotel walk hotel feel air fresh clean surround convenient nearby shop restaurant feel safe even walk nearby eleven middle night late night crave love vintage feel small clock tower roundabout cobblestones street
2176,Happytravellerpp2,Friendly staff and very convenient location,"We stayed here for 3 nights and the staff was amazingly friendly and cooperative. The check in was very smooth and there were 5 staff just for assisting 2 of us. The hotel is conveniently located with just 15 mins from singapore flyer, gardens by the bay and Marina Bay Sands by taxi which will cost around 10 to 15 singapore dollar. The hotel has a tour desk open until 20h00 which can provide reservations for all sorts of tours and excursions. Other facilities include  arrange for taxi quickly with just 3 singapore dollar charge, do it yourself laundry, money exchange etc. There are 4 restaurants and bars located within the Hotel serving all sorts of International cuisine. Breakfast was very nice. It is locates just 10 mins drive from Bugis street which is the most famous street",,,4.0,4.0,4.0,True,Positive,friendly staff convenient location stayed nights staff amazingly friendly cooperative check smooth staff assisting us hotel conveniently located mins singapore flyer gardens bay marina bay sands taxi cost around singapore dollar hotel tour desk open h provide reservations sorts tours excursions facilities include arrange taxi quickly singapore dollar charge laundry money exchange etc restaurants bars located within hotel serving sorts international cuisine breakfast nice locates mins drive bugis street famous street,"Friendly staff and very convenient location We stayed here for 3 nights and the staff was amazingly friendly and cooperative. The check in was very smooth and there were 5 staff just for assisting 2 of us. The hotel is conveniently located with just 15 mins from singapore flyer, gardens by the bay and Marina Bay Sands by taxi which will cost around 10 to 15 singapore dollar. The hotel has a tour desk open until 20h00 which can provide reservations for all sorts of tours and excursions. Other facilities include  arrange for taxi quickly with just 3 singapore dollar charge, do it yourself laundry, money exchange etc. There are 4 restaurants and bars located within the Hotel serving all sorts of International cuisine. Breakfast was very nice. It is locates just 10 mins drive from Bugis street which is the most famous street",2015-05-01,PreCovid,2015,friendli staff conveni locat stay night staff amazingli friendli cooper check smooth staff assist us hotel conveni locat min singapor flyer garden bay marina bay sand taxi cost around singapor dollar hotel tour desk open h provid reserv sort tour excurs facil includ arrang taxi quickli singapor dollar charg laundri money exchang etc restaur bar locat within hotel serv sort intern cuisin breakfast nice locat min drive bugi street famou street,friendly staff convenient location stay night staff amazingly friendly cooperative check smooth staff assist we hotel conveniently locate min singapore flyer gardens bay marina bay sands taxi cost around singapore dollar hotel tour desk open h provide reservation sort tour excursion facility include arrange taxi quickly singapore dollar charge laundry money exchange etc restaurant bar locate within hotel serve sort international cuisine breakfast nice locate min drive bugis street famous street
2178,nbhawsar,One more great experience at Albert Court,"I have stayed at Albert Court a number of times and every time I have experienced a new facet of their customer service. This time Mr. Johan, of banquet services, provided friendly and courteous service even though I did not have a meeting there. Also special mention of Ms. Sammi, the Senior Guest Service Assistant, whose professional and prompt service I must appreciate. I have never experienced such a smooth and fast check-in and check-out process.",,"Pune, India",23.0,43.0,5.0,True,Positive,one great experience albert court stayed albert court number times every time experienced new facet customer service time mr johan banquet services provided friendly courteous service even though meeting also special mention ms sammi senior guest service assistant whose professional prompt service must appreciate never experienced smooth fast check check process,"One more great experience at Albert Court I have stayed at Albert Court a number of times and every time I have experienced a new facet of their customer service. This time Mr. Johan, of banquet services, provided friendly and courteous service even though I did not have a meeting there. Also special mention of Ms. Sammi, the Senior Guest Service Assistant, whose professional and prompt service I must appreciate. I have never experienced such a smooth and fast check-in and check-out process.",2015-05-01,PreCovid,2015,one great experi albert court stay albert court number time everi time experienc new facet custom servic time mr johan banquet servic provid friendli courteou servic even though meet also special mention ms sammi senior guest servic assist whose profession prompt servic must appreci never experienc smooth fast check check process,one great experience albert court stay albert court number time every time experience new facet customer service time mr johan banquet service provide friendly courteous service even though meeting also special mention ms sammi senior guest service assistant whose professional prompt service must appreciate never experience smooth fast check check process
2179,John Tan,Good Services and Comfortable pleasant stay,"A great customer services. Helpful front desk personnel with a very good attitude.  Highly recommended......  For pleasure, solo and business.... Environment with walking distance for leasure and sight-seeing. Coffee was nice too....",,"Singapore, Singapore",1.0,,5.0,True,Positive,good services comfortable pleasant stay great customer services helpful front desk personnel good attitude highly recommended pleasure solo business environment walking distance leasure sight seeing coffee nice,"Good Services and Comfortable pleasant stay A great customer services. Helpful front desk personnel with a very good attitude.  Highly recommended......  For pleasure, solo and business.... Environment with walking distance for leasure and sight-seeing. Coffee was nice too....",2015-03-01,PreCovid,2015,good servic comfort pleasant stay great custom servic help front desk personnel good attitud highli recommend pleasur solo busi environ walk distanc leasur sight see coffe nice,good service comfortable pleasant stay great customer service helpful front desk personnel good attitude highly recommend pleasure solo business environment walk distance leasure sight see coffee nice
2180,Deepali M,A good stay,"We stayed in this hotel from 20th May to 24th May. The major problem is that that they do not provide services of bell boys. You have to transfer all the luggage on your own. One major flaw is the size of the room where we were three sharing the room. With an extra bed, there was no moving space left in the room and this being a deluxe room. Had we got a superior room, which are even smaller, we would have had to shift. Breakfast is lavish but almost the same everyday. Overall an average stay.",Trip type: Travelled with family,"New Delhi, India",37.0,8.0,3.0,True,Neutral,good stay stayed hotel th may th may major problem provide services bell boys transfer luggage one major flaw size room three sharing room extra bed moving space left room deluxe room got superior room even smaller would shift breakfast lavish almost everyday overall average stay,"A good stay We stayed in this hotel from 20th May to 24th May. The major problem is that that they do not provide services of bell boys. You have to transfer all the luggage on your own. One major flaw is the size of the room where we were three sharing the room. With an extra bed, there was no moving space left in the room and this being a deluxe room. Had we got a superior room, which are even smaller, we would have had to shift. Breakfast is lavish but almost the same everyday. Overall an average stay.",2015-05-01,PreCovid,2015,good stay stay hotel th may th may major problem provid servic bell boy transfer luggag one major flaw size room three share room extra bed move space left room delux room got superior room even smaller would shift breakfast lavish almost everyday overal averag stay,good stay stay hotel th may th may major problem provide service bell boy transfer luggage one major flaw size room three sharing room extra bed move space leave room deluxe room get superior room even small would shift breakfast lavish almost everyday overall average stay
2181,thegecko2013,"Great hotel, excellent location","I stayed her twice in May, first time for five nights in a Superior room (407) and then for three nights in a Club room (1107).  Both rooms were clean and quiet, had very comfortable beds and all the necessary amenities.  The Club room was larger and had some great inclusions but it's hard to beat the Superior room for value.  The hotel is within walking distance to Little India MRT and good shopping areas.  Considering the excellent location, this hotel is great value for money in Singapore and I would definitely stay here again.",Trip type: Travelled with friends,"Ipswich, Australia",6.0,2.0,4.0,True,Positive,great hotel excellent location stayed twice may first time five nights superior room three nights club room rooms clean quiet comfortable beds necessary amenities club room larger great inclusions hard beat superior room value hotel within walking distance little india mrt good shopping areas considering excellent location hotel great value money singapore would definitely stay,"Great hotel, excellent location I stayed her twice in May, first time for five nights in a Superior room (407) and then for three nights in a Club room (1107).  Both rooms were clean and quiet, had very comfortable beds and all the necessary amenities.  The Club room was larger and had some great inclusions but it's hard to beat the Superior room for value.  The hotel is within walking distance to Little India MRT and good shopping areas.  Considering the excellent location, this hotel is great value for money in Singapore and I would definitely stay here again.",2015-05-01,PreCovid,2015,great hotel excel locat stay twice may first time five night superior room three night club room room clean quiet comfort bed necessari amen club room larger great inclus hard beat superior room valu hotel within walk distanc littl india mrt good shop area consid excel locat hotel great valu money singapor would definit stay,great hotel excellent location stay twice may first time five night superior room three night club room room clean quiet comfortable bed necessary amenity club room large great inclusion hard beat superior room value hotel within walk distance little india mrt good shopping area consider excellent location hotel great value money singapore would definitely stay
2183,ratboy75,"Very welcoming, great service","We upgraded from our Superior room to a Deluxe for $60 (excl taxes) which gave the 3 of us more room, free breakfast and 2 hours free food and drink (including cocktails!) in the Lobby Lounge that evening. Both the cocktails and the white wine were lovely and the small buffet had some tasty selections. The room was a good size, quiet and well equipped - the only downside was the shower which had very little pressure or flow. Staff were friendly and courteous throughout and we thoroughly enjoyed our night there. We've got 2 nights there on our way home and will see if we can upgrade again as it was excellent value for money!",Trip type: Travelled with friends,"Edinburgh, United Kingdom",39.0,24.0,5.0,True,Positive,welcoming great service upgraded superior room deluxe excl taxes gave us room free breakfast hours free food drink including cocktails lobby lounge evening cocktails white wine lovely small buffet tasty selections room good size quiet well equipped downside shower little pressure flow staff friendly courteous throughout thoroughly enjoyed night got nights way home see upgrade excellent value money,"Very welcoming, great service We upgraded from our Superior room to a Deluxe for $60 (excl taxes) which gave the 3 of us more room, free breakfast and 2 hours free food and drink (including cocktails!) in the Lobby Lounge that evening. Both the cocktails and the white wine were lovely and the small buffet had some tasty selections. The room was a good size, quiet and well equipped - the only downside was the shower which had very little pressure or flow. Staff were friendly and courteous throughout and we thoroughly enjoyed our night there. We've got 2 nights there on our way home and will see if we can upgrade again as it was excellent value for money!",2015-05-01,PreCovid,2015,welcom great servic upgrad superior room delux excl tax gave us room free breakfast hour free food drink includ cocktail lobbi loung even cocktail white wine love small buffet tasti select room good size quiet well equip downsid shower littl pressur flow staff friendli courteou throughout thoroughli enjoy night got night way home see upgrad excel valu money,welcome great service upgrade superior room deluxe excl taxis give we room free breakfast hour free food drink include cocktail lobby lounge evening cocktail white wine lovely small buffet tasty selection room good size quiet well equip downside shower little pressure flow staff friendly courteous throughout thoroughly enjoy night get night way home see upgrade excellent value money
2185,Borneodann,Like going home.....,"The Albert Court has achieved an excellent mix of quality and homeliness!  Every time I have stayed there, I have always been welcomed and looked after well. The staff give excellent service and the design gives it an old-world charm with modern conveniences.  Excellent value for money!",Trip type: Travelled on business,"Brunei-Muara District, Brunei Darussalam",2.0,,4.0,True,Positive,like going home albert court achieved excellent mix quality homeliness every time stayed always welcomed looked well staff give excellent service design gives old world charm modern conveniences excellent value money,"Like going home..... The Albert Court has achieved an excellent mix of quality and homeliness!  Every time I have stayed there, I have always been welcomed and looked after well. The staff give excellent service and the design gives it an old-world charm with modern conveniences.  Excellent value for money!",2015-05-01,PreCovid,2015,like go home albert court achiev excel mix qualiti homeli everi time stay alway welcom look well staff give excel servic design give old world charm modern conveni excel valu money,like go home albert court achieve excellent mix quality homeliness every time stay always welcome look well staff give excellent service design give old world charm modern convenience excellent value money
2186,SandeepKPune,Never stay in this hotel,"I had stayed in this hotel from 6th May till 12th May 15. To ensure I get what I need; I have done booking directly on their website and booked a family room with three separate beds and also got the confirmation from them. I was really enthused when I received a mail from the hotel manger that he will be responsible to make my stay comfortable. He asked me for room location preference, food requirements, arrival time etc. Subsequent to that I requested for a room on ""higher floor with good view"".
However nothing has gone right from the moment, I stepped in this hotel. I was travelling with my old mother and wife but nobody even bothered to help us with our luggage to lobby and then room. While checking in lady at front desk refused me the room which I had booked i.e. room with three separate beds as it was already given to someone. I could even see her changing already allotted room number on my record sheet. When I tried to reason out with my reservation details, she told that rooms are allotted based on availability and you are late. In such case, it does not make any sense to pay & reserve room in advance. Even it was a great joke to ask for room location preference, arrival time-flight details etc. The room was a big disappointment. It was dark and gloomy place on ground floor (Room 101) with absolutely no view. The room cleanliness was horrible especially washroom. I could see uncleaned toilet floor. Sofa in the room was absolutely worth replacing. Remote control of the TV was not working though we hardly watched any channels. This hotel is not worth of money being spent. Complementary breakfast menu for all 5 days of our stay was more or less same with very limited options.
When I complained over mail to manager regarding room allocation, he tried to pacify me with a drink but we could not meet due to mismatch of our schedules and no special efforts from him.
My room was also not cleaned properly during my stay which we could easily make out. Finally I decided to ignore as it was taking toll on my holiday. We spent most our time outside and used the room only to sleep in the night. Especially my wife was very upset with the responses from your staff and cleanliness of the room. I had stayed in other parts of the world but never experience such low quality of service. They are least cared about the customer experience and probably never want repeat customer.
Only silver lining is the location of hotel. It is next to Little India and Bugis shopping Street.",Trip type: Travelled with family,Pune,4.0,12.0,1.0,True,Negative,never stay hotel stayed hotel th may till th may ensure get need done booking directly website booked family room three separate beds also got confirmation really enthused received mail hotel manger responsible make stay comfortable asked room location preference food requirements arrival time etc subsequent requested room higher floor good view however nothing gone right moment stepped hotel travelling old mother wife nobody even bothered help us luggage lobby room checking lady front desk refused room booked e room three separate beds already given someone could even see changing already allotted room number record sheet tried reason reservation details told rooms allotted based availability late case make sense pay reserve room advance even great joke ask room location preference arrival time flight details etc room big disappointment dark gloomy place ground floor room absolutely view room cleanliness horrible especially washroom could see uncleaned toilet floor sofa room absolutely worth replacing remote control tv working though hardly watched channels hotel worth money spent complementary breakfast menu days stay less limited options complained mail manager regarding room allocation tried pacify drink could meet due mismatch schedules special efforts room also cleaned properly stay could easily make finally decided ignore taking toll holiday spent time outside used room sleep night especially wife upset responses staff cleanliness room stayed parts world never experience low quality service least cared customer experience probably never want repeat customer silver lining location hotel next little india bugis shopping street,"Never stay in this hotel I had stayed in this hotel from 6th May till 12th May 15. To ensure I get what I need; I have done booking directly on their website and booked a family room with three separate beds and also got the confirmation from them. I was really enthused when I received a mail from the hotel manger that he will be responsible to make my stay comfortable. He asked me for room location preference, food requirements, arrival time etc. Subsequent to that I requested for a room on ""higher floor with good view"".
However nothing has gone right from the moment, I stepped in this hotel. I was travelling with my old mother and wife but nobody even bothered to help us with our luggage to lobby and then room. While checking in lady at front desk refused me the room which I had booked i.e. room with three separate beds as it was already given to someone. I could even see her changing already allotted room number on my record sheet. When I tried to reason out with my reservation details, she told that rooms are allotted based on availability and you are late. In such case, it does not make any sense to pay & reserve room in advance. Even it was a great joke to ask for room location preference, arrival time-flight details etc. The room was a big disappointment. It was dark and gloomy place on ground floor (Room 101) with absolutely no view. The room cleanliness was horrible especially washroom. I could see uncleaned toilet floor. Sofa in the room was absolutely worth replacing. Remote control of the TV was not working though we hardly watched any channels. This hotel is not worth of money being spent. Complementary breakfast menu for all 5 days of our stay was more or less same with very limited options.
When I complained over mail to manager regarding room allocation, he tried to pacify me with a drink but we could not meet due to mismatch of our schedules and no special efforts from him.
My room was also not cleaned properly during my stay which we could easily make out. Finally I decided to ignore as it was taking toll on my holiday. We spent most our time outside and used the room only to sleep in the night. Especially my wife was very upset with the responses from your staff and cleanliness of the room. I had stayed in other parts of the world but never experience such low quality of service. They are least cared about the customer experience and probably never want repeat customer.
Only silver lining is the location of hotel. It is next to Little India and Bugis shopping Street.",2015-05-01,PreCovid,2015,never stay hotel stay hotel th may till th may ensur get need done book directli websit book famili room three separ bed also got confirm realli enthus receiv mail hotel manger respons make stay comfort ask room locat prefer food requir arriv time etc subsequ request room higher floor good view howev noth gone right moment step hotel travel old mother wife nobodi even bother help us luggag lobbi room check ladi front desk refus room book e room three separ bed alreadi given someon could even see chang alreadi allot room number record sheet tri reason reserv detail told room allot base avail late case make sens pay reserv room advanc even great joke ask room locat prefer arriv time flight detail etc room big disappoint dark gloomi place ground floor room absolut view room cleanli horribl especi washroom could see unclean toilet floor sofa room absolut worth replac remot control tv work though hardli watch channel hotel worth money spent complementari breakfast menu day stay less limit option complain mail manag regard room alloc tri pacifi drink could meet due mismatch schedul special effort room also clean properli stay could easili make final decid ignor take toll holiday spent time outsid use room sleep night especi wife upset respons staff cleanli room stay part world never experi low qualiti servic least care custom experi probabl never want repeat custom silver line locat hotel next littl india bugi shop street,never stay hotel stay hotel th may till th may ensure get need do booking directly website book family room three separate bed also get confirmation really enthuse receive mail hotel manger responsible make stay comfortable ask room location preference food requirement arrival time etc subsequent request room high floor good view however nothing go right moment step hotel travel old mother wife nobody even bother help we luggage lobby room check lady front desk refuse room book e room three separate bed already give someone could even see change already allot room number record sheet try reason reservation detail tell room allot base availability late case make sense pay reserve room advance even great joke ask room location preference arrival time flight detail etc room big disappointment dark gloomy place ground floor room absolutely view room cleanliness horrible especially washroom could see uncleaned toilet floor sofa room absolutely worth replace remote control tv working though hardly watch channel hotel worth money spend complementary breakfast menu day stay less limited option complain mail manager regard room allocation try pacify drink could meet due mismatch schedule special effort room also clean properly stay could easily make finally decide ignore take toll holiday spend time outside use room sleep night especially wife upset response staff cleanliness room stay part world never experience low quality service least care customer experience probably never want repeat customer silver lining location hotel next little india bugis shopping street
2187,SampturUmashankar,Very Good Hotel,"Hello,

We stayed in this hotel from May 15th to May 19th. The hotel is in a very good location (Little India area), close to very good restaurants. The hotel staff is very courteous and helpful. We were given early check-in and the hotel also has luggage storage which helps when you check out. Packaged water is provided in the rooms. The hotel is very clean and offers good breakfast. If at all I get another chance to visit Singapore, I will definitely stay in this hotel.

Thanks & Regards,

Umashankar",Trip type: Travelled with family,"Bengaluru, India",2.0,,5.0,True,Positive,good hotel hello stayed hotel may th may th hotel good location little india area close good restaurants hotel staff courteous helpful given early check hotel also luggage storage helps check packaged water provided rooms hotel clean offers good breakfast get another chance visit singapore definitely stay hotel thanks regards umashankar,"Very Good Hotel Hello,

We stayed in this hotel from May 15th to May 19th. The hotel is in a very good location (Little India area), close to very good restaurants. The hotel staff is very courteous and helpful. We were given early check-in and the hotel also has luggage storage which helps when you check out. Packaged water is provided in the rooms. The hotel is very clean and offers good breakfast. If at all I get another chance to visit Singapore, I will definitely stay in this hotel.

Thanks & Regards,

Umashankar",2015-05-01,PreCovid,2015,good hotel hello stay hotel may th may th hotel good locat littl india area close good restaur hotel staff courteou help given earli check hotel also luggag storag help check packag water provid room hotel clean offer good breakfast get anoth chanc visit singapor definit stay hotel thank regard umashankar,good hotel hello stay hotel may th may th hotel good location little india area close good restaurant hotel staff courteous helpful give early check hotel also luggage storage help check package water provide room hotel clean offer good breakfast get another chance visit singapore definitely stay hotel thank regard umashankar
